Data,Label
0.831534,Notstressed
1.177739,Notstressed
1.615997,Notstressed
2.094004,Notstressed
2.582361,Notstressed
2.982328,Notstressed
3.005683,Notstressed
3.030027,Notstressed
3.142777,Notstressed
3.395184,Notstressed
3.59506,Notstressed
4.058181,Notstressed
4.314043,Notstressed
4.401167,Notstressed
4.398605,Notstressed
4.343511,Notstressed
4.244854,Notstressed
4.161573,Notstressed
4.160292,Notstressed
4.141073,Notstressed
4.133386,Notstressed
4.114167,Notstressed
4.079573,Notstressed
4.039854,Notstressed
4.030885,Notstressed
4.021916,Notstressed
4.009104,Notstressed
4.000135,Notstressed
3.992448,Notstressed
3.986041,Notstressed
3.980916,Notstressed
3.996291,Notstressed
4.007823,Notstressed
4.012948,Notstressed
4.014229,Notstressed
4.012948,Notstressed
3.996291,Notstressed
3.94376,Notstressed
3.914291,Notstressed
3.859197,Notstressed
3.809228,Notstressed
3.825885,Notstressed
3.84126,Notstressed
3.839978,Notstressed
3.83101,Notstressed
3.814353,Notstressed
3.801541,Notstressed
3.793853,Notstressed
3.790009,Notstressed
3.792572,Notstressed
3.797697,Notstressed
3.802822,Notstressed
3.80026,Notstressed
3.802822,Notstressed
3.798978,Notstressed
3.791291,Notstressed
3.784884,Notstressed
3.775916,Notstressed
3.766947,Notstressed
3.760541,Notstressed
3.754134,Notstressed
3.746447,Notstressed
3.741322,Notstressed
3.736197,Notstressed
3.734915,Notstressed
3.728509,Notstressed
3.723384,Notstressed
3.720822,Notstressed
3.719541,Notstressed
3.709291,Notstressed
3.706728,Notstressed
3.705447,Notstressed
3.701603,Notstressed
3.695197,Notstressed
3.691353,Notstressed
3.691353,Notstressed
3.687509,Notstressed
3.687509,Notstressed
3.67854,Notstressed
3.674697,Notstressed
3.674697,Notstressed
3.67854,Notstressed
3.670853,Notstressed
3.664447,Notstressed
3.659322,Notstressed
3.655478,Notstressed
3.652915,Notstressed
3.650353,Notstressed
3.649072,Notstressed
3.641384,Notstressed
3.638822,Notstressed
3.636259,Notstressed
3.631134,Notstressed
3.629853,Notstressed
3.622165,Notstressed
3.61704,Notstressed
3.614478,Notstressed
3.609353,Notstressed
3.608072,Notstressed
3.601665,Notstressed
3.595259,Notstressed
3.591415,Notstressed
3.585009,Notstressed
3.585009,Notstressed
3.582446,Notstressed
3.563228,Notstressed
3.560665,Notstressed
3.56579,Notstressed
3.56579,Notstressed
3.561946,Notstressed
3.567071,Notstressed
3.573478,Notstressed
3.626009,Notstressed
3.718259,Notstressed
3.87201,Notstressed
4.02576,Notstressed
4.124417,Notstressed
4.185917,Notstressed
4.211542,Notstressed
4.224355,Notstressed
4.206417,Notstressed
4.166698,Notstressed
4.124417,Notstressed
4.084698,Notstressed
4.042417,Notstressed
4.002697,Notstressed
3.979635,Notstressed
3.973229,Notstressed
4.009104,Notstressed
4.057792,Notstressed
4.121854,Notstressed
4.160292,Notstressed
4.160292,Notstressed
4.160292,Notstressed
4.146198,Notstressed
4.123136,Notstressed
4.109042,Notstressed
4.082135,Notstressed
4.057792,Notstressed
4.038573,Notstressed
4.018073,Notstressed
3.991166,Notstressed
3.970666,Notstressed
3.955291,Notstressed
3.947604,Notstressed
3.941197,Notstressed
3.929666,Notstressed
3.916854,Notstressed
3.904041,Notstressed
3.90276,Notstressed
3.896353,Notstressed
3.887385,Notstressed
3.878416,Notstressed
3.869447,Notstressed
3.86176,Notstressed
3.855353,Notstressed
3.855353,Notstressed
3.856635,Notstressed
3.877135,Notstressed
3.934791,Notstressed
4.018073,Notstressed
4.096229,Notstressed
4.138511,Notstressed
4.15901,Notstressed
4.157729,Notstressed
4.134667,Notstressed
4.103917,Notstressed
4.068042,Notstressed
4.038573,Notstressed
4.002697,Notstressed
3.980916,Notstressed
3.969385,Notstressed
3.955291,Notstressed
3.956573,Notstressed
3.962979,Notstressed
3.977072,Notstressed
3.983479,Notstressed
3.993729,Notstressed
3.993729,Notstressed
3.98476,Notstressed
3.968104,Notstressed
3.952729,Notstressed
3.936072,Notstressed
3.925822,Notstressed
3.916854,Notstressed
3.906604,Notstressed
3.897635,Notstressed
3.887385,Notstressed
3.888666,Notstressed
3.88226,Notstressed
3.877135,Notstressed
3.874572,Notstressed
3.870728,Notstressed
3.865603,Notstressed
3.870728,Notstressed
3.863041,Notstressed
3.857916,Notstressed
3.848947,Notstressed
3.84126,Notstressed
3.842541,Notstressed
3.837416,Notstressed
3.833572,Notstressed
3.832291,Notstressed
3.827166,Notstressed
3.814353,Notstressed
3.818197,Notstressed
3.807947,Notstressed
3.802822,Notstressed
3.792572,Notstressed
3.783603,Notstressed
3.775916,Notstressed
3.775916,Notstressed
3.766947,Notstressed
3.757978,Notstressed
3.754134,Notstressed
3.746447,Notstressed
3.746447,Notstressed
3.738759,Notstressed
3.734915,Notstressed
3.732353,Notstressed
3.734915,Notstressed
3.749009,Notstressed
3.787447,Notstressed
3.828447,Notstressed
3.87201,Notstressed
3.893791,Notstressed
3.898916,Notstressed
3.895072,Notstressed
3.878416,Notstressed
3.859197,Notstressed
3.836135,Notstressed
3.819478,Notstressed
3.814353,Notstressed
3.834853,Notstressed
3.86176,Notstressed
3.887385,Notstressed
3.90276,Notstressed
3.90276,Notstressed
3.904041,Notstressed
3.889947,Notstressed
3.868166,Notstressed
3.847666,Notstressed
3.829728,Notstressed
3.811791,Notstressed
3.80026,Notstressed
3.788728,Notstressed
3.779759,Notstressed
3.772072,Notstressed
3.763103,Notstressed
3.755416,Notstressed
3.750291,Notstressed
3.743884,Notstressed
3.743884,Notstressed
3.731072,Notstressed
3.722103,Notstressed
3.724666,Notstressed
3.716978,Notstressed
3.711853,Notstressed
3.702884,Notstressed
3.696478,Notstressed
3.690072,Notstressed
3.687509,Notstressed
3.682384,Notstressed
3.67854,Notstressed
3.66829,Notstressed
3.661884,Notstressed
3.667009,Notstressed
3.656759,Notstressed
3.656759,Notstressed
3.650353,Notstressed
3.643947,Notstressed
3.640103,Notstressed
3.642665,Notstressed
3.667009,Notstressed
3.724666,Notstressed
3.798978,Notstressed
3.880979,Notstressed
3.94376,Notstressed
3.975791,Notstressed
3.987323,Notstressed
3.973229,Notstressed
3.946322,Notstressed
3.910447,Notstressed
3.870728,Notstressed
3.837416,Notstressed
3.816916,Notstressed
3.797697,Notstressed
3.774634,Notstressed
3.777197,Notstressed
3.761822,Notstressed
3.756697,Notstressed
3.742603,Notstressed
3.741322,Notstressed
3.745166,Notstressed
3.779759,Notstressed
3.846385,Notstressed
3.94376,Notstressed
4.003979,Notstressed
4.037292,Notstressed
4.057792,Notstressed
4.042417,Notstressed
4.018073,Notstressed
3.979635,Notstressed
3.955291,Notstressed
3.95401,Notstressed
3.96426,Notstressed
3.99501,Notstressed
4.018073,Notstressed
4.030885,Notstressed
4.034729,Notstressed
4.024479,Notstressed
4.001416,Notstressed
3.982198,Notstressed
3.950166,Notstressed
3.925822,Notstressed
3.910447,Notstressed
3.888666,Notstressed
3.88226,Notstressed
3.865603,Notstressed
3.857916,Notstressed
3.848947,Notstressed
3.852791,Notstressed
3.836135,Notstressed
3.825885,Notstressed
3.818197,Notstressed
3.802822,Notstressed
3.793853,Notstressed
3.790009,Notstressed
3.777197,Notstressed
3.768228,Notstressed
3.768228,Notstressed
3.76951,Notstressed
3.778478,Notstressed
3.783603,Notstressed
3.829728,Notstressed
3.95401,Notstressed
4.160292,Notstressed
4.390918,Notstressed
4.554918,Notstressed
4.702794,Notstressed
4.747638,Notstressed
4.710481,Notstressed
4.632325,Notstressed
4.533669,Notstressed
4.445262,Notstressed
4.363262,Notstressed
4.297918,Notstressed
4.245386,Notstressed
4.205667,Notstressed
4.16723,Notstressed
4.128792,Notstressed
4.107011,Notstressed
4.089073,Notstressed
4.072417,Notstressed
4.064729,Notstressed
4.049355,Notstressed
4.040386,Notstressed
4.032698,Notstressed
4.033979,Notstressed
4.051917,Notstressed
4.090354,Notstressed
4.122386,Notstressed
4.150573,Notstressed
4.165948,Notstressed
4.165948,Notstressed
4.150573,Notstressed
4.123667,Notstressed
4.094198,Notstressed
4.071136,Notstressed
4.051917,Notstressed
4.031417,Notstressed
4.016042,Notstressed
4.008354,Notstressed
4.000667,Notstressed
3.990417,Notstressed
3.981448,Notstressed
3.978885,Notstressed
3.971198,Notstressed
3.966073,Notstressed
3.96351,Notstressed
3.95326,Notstressed
3.949417,Notstressed
3.948135,Notstressed
3.94301,Notstressed
3.94301,Notstressed
3.939167,Notstressed
3.93276,Notstressed
3.937354,Notstressed
3.929666,Notstressed
3.927104,Notstressed
3.920697,Notstressed
3.914291,Notstressed
3.911729,Notstressed
3.904041,Notstressed
3.90276,Notstressed
3.905322,Notstressed
3.909166,Notstressed
3.932229,Notstressed
3.992448,Notstressed
4.115448,Notstressed
4.22948,Notstressed
4.324292,Notstressed
4.366574,Notstressed
4.369136,Notstressed
4.358886,Notstressed
4.315324,Notstressed
4.273042,Notstressed
4.221792,Notstressed
4.176948,Notstressed
4.146198,Notstressed
4.121854,Notstressed
4.098792,Notstressed
4.08726,Notstressed
4.069323,Notstressed
