Data,Label
0,Notstressed
0,Notstressed
0,Notstressed
0,Notstressed
0,Notstressed
0,Notstressed
0,Notstressed
0,Notstressed
0,Notstressed
0,Notstressed
0,Notstressed
0.01,Notstressed
0.01,Notstressed
0,Notstressed
-0.03,Notstressed
-0.05,Notstressed
-0.05,Notstressed
0,Notstressed
0.13,Notstressed
0.36,Notstressed
0.66,Notstressed
1.01,Notstressed
1.37,Notstressed
1.72,Notstressed
2.06,Notstressed
2.4,Notstressed
2.79,Notstressed
3.24,Notstressed
3.8,Notstressed
4.42,Notstressed
5.06,Notstressed
5.66,Notstressed
6.2,Notstressed
6.68,Notstressed
7.15,Notstressed
7.68,Notstressed
8.31,Notstressed
9.14,Notstressed
10.09,Notstressed
11.04,Notstressed
11.88,Notstressed
12.56,Notstressed
13.14,Notstressed
13.76,Notstressed
14.65,Notstressed
15.96,Notstressed
17.91,Notstressed
20.32,Notstressed
22.9,Notstressed
25.38,Notstressed
27.58,Notstressed
29.57,Notstressed
31.68,Notstressed
34.32,Notstressed
37.81,Notstressed
42.54,Notstressed
48.15,Notstressed
54.1,Notstressed
59.83,Notstressed
64.97,Notstressed
69.58,Notstressed
74.14,Notstressed
79.34,Notstressed
85.71,Notstressed
93.76,Notstressed
103,Notstressed
112.62,Notstressed
121.73,Notstressed
129.77,Notstressed
136.75,Notstressed
143.3,Notstressed
150.75,Notstressed
157.77,Notstressed
166.64,Notstressed
177.95,Notstressed
191.79,Notstressed
206.97,Notstressed
220.56,Notstressed
228.24,Notstressed
225.35,Notstressed
208.53,Notstressed
176.88,Notstressed
132.8,Notstressed
80.1,Notstressed
23.11,Notstressed
-34.96,Notstressed
-92.55,Notstressed
-149.41,Notstressed
-205.62,Notstressed
-260.87,Notstressed
-314.29,Notstressed
-364.42,Notstressed
-410.34,Notstressed
-451.39,Notstressed
-487,Notstressed
-516.32,Notstressed
-537.93,Notstressed
-550.06,Notstressed
-550.91,Notstressed
-539.34,Notstressed
-515.15,Notstressed
-479.56,Notstressed
-434.76,Notstressed
-383.45,Notstressed
-328.26,Notstressed
-271.42,Notstressed
-214.56,Notstressed
-158.81,Notstressed
-105.14,Notstressed
-54.42,Notstressed
-7.76,Notstressed
33.78,Notstressed
69.37,Notstressed
98.67,Notstressed
121.93,Notstressed
139.89,Notstressed
153.54,Notstressed
163.78,Notstressed
171.2,Notstressed
175.94,Notstressed
177.88,Notstressed
176.88,Notstressed
173.08,Notstressed
167.03,Notstressed
159.59,Notstressed
151.73,Notstressed
144.16,Notstressed
137.08,Notstressed
130.19,Notstressed
122.85,Notstressed
114.47,Notstressed
104.89,Notstressed
94.45,Notstressed
83.99,Notstressed
74.37,Notstressed
66.18,Notstressed
59.45,Notstressed
53.69,Notstressed
48.17,Notstressed
42.16,Notstressed
35.16,Notstressed
26.82,Notstressed
17.12,Notstressed
6.65,Notstressed
-3.06,Notstressed
-9.52,Notstressed
-10.06,Notstressed
-2.99,Notstressed
11.29,Notstressed
29.9,Notstressed
48.42,Notstressed
62.53,Notstressed
69.73,Notstressed
70.03,Notstressed
65.49,Notstressed
58.77,Notstressed
51.94,Notstressed
45.84,Notstressed
40.49,Notstressed
35.79,Notstressed
32.08,Notstressed
30,Notstressed
30.05,Notstressed
32.07,Notstressed
35.16,Notstressed
38.07,Notstressed
39.56,Notstressed
38.93,Notstressed
36.15,Notstressed
31.72,Notstressed
26.3,Notstressed
20.49,Notstressed
14.62,Notstressed
8.71,Notstressed
2.68,Notstressed
-3.36,Notstressed
-8.97,Notstressed
-13.35,Notstressed
-15.73,Notstressed
-15.73,Notstressed
-13.72,Notstressed
-10.75,Notstressed
-8.2,Notstressed
-7.25,Notstressed
-8.42,Notstressed
-11.4,Notstressed
-15.25,Notstressed
-18.69,Notstressed
-20.46,Notstressed
-19.61,Notstressed
-15.66,Notstressed
-8.8,Notstressed
0.07,Notstressed
9.47,Notstressed
17.66,Notstressed
23.1,Notstressed
24.97,Notstressed
23.36,Notstressed
19.18,Notstressed
13.68,Notstressed
8.1,Notstressed
3.22,Notstressed
-0.69,Notstressed
-3.69,Notstressed
-5.97,Notstressed
-7.63,Notstressed
-8.62,Notstressed
-8.8,Notstressed
-8.11,Notstressed
-6.73,Notstressed
-5,Notstressed
-3.39,Notstressed
-2.25,Notstressed
-1.69,Notstressed
-1.6,Notstressed
-1.76,Notstressed
-1.94,Notstressed
-2.07,Notstressed
-2.17,Notstressed
-2.34,Notstressed
-2.61,Notstressed
-2.97,Notstressed
-3.36,Notstressed
-3.62,Notstressed
-3.61,Notstressed
-3.21,Notstressed
-2.35,Notstressed
-1.03,Notstressed
0.69,Notstressed
2.65,Notstressed
4.6,Notstressed
6.25,Notstressed
7.29,Notstressed
7.43,Notstressed
6.55,Notstressed
4.8,Notstressed
2.7,Notstressed
1.09,Notstressed
0.91,Notstressed
2.82,Notstressed
6.79,Notstressed
12.07,Notstressed
17.36,Notstressed
21.21,Notstressed
22.59,Notstressed
21.15,Notstressed
17.35,Notstressed
12.08,Notstressed
6.41,Notstressed
1.13,Notstressed
-3.31,Notstressed
-6.82,Notstressed
-9.5,Notstressed
-11.45,Notstressed
-12.71,Notstressed
-13.25,Notstressed
-13.04,Notstressed
-12.13,Notstressed
-10.72,Notstressed
-9.09,Notstressed
-7.49,Notstressed
-6.1,Notstressed
-4.96,Notstressed
-4.01,Notstressed
-3.18,Notstressed
-2.48,Notstressed
-1.98,Notstressed
-1.79,Notstressed
-1.91,Notstressed
-2.23,Notstressed
-2.55,Notstressed
-2.69,Notstressed
-2.56,Notstressed
-2.19,Notstressed
-1.66,Notstressed
-1.03,Notstressed
-0.23,Notstressed
0.8,Notstressed
2.13,Notstressed
3.66,Notstressed
5.17,Notstressed
6.32,Notstressed
6.78,Notstressed
6.34,Notstressed
5.06,Notstressed
3.39,Notstressed
2.19,Notstressed
2.62,Notstressed
5.86,Notstressed
12.68,Notstressed
23.06,Notstressed
35.96,Notstressed
49.58,Notstressed
61.86,Notstressed
71.15,Notstressed
76.62,Notstressed
78.39,Notstressed
77.16,Notstressed
73.89,Notstressed
69.3,Notstressed
63.74,Notstressed
57.26,Notstressed
49.7,Notstressed
41.31,Notstressed
32.58,Notstressed
24.13,Notstressed
16.5,Notstressed
10.08,Notstressed
5.02,Notstressed
1.2,Notstressed
-1.66,Notstressed
-3.92,Notstressed
-5.91,Notstressed
-7.87,Notstressed
-9.94,Notstressed
-12.23,Notstressed
-14.9,Notstressed
-18.24,Notstressed
-22.7,Notstressed
-28.63,Notstressed
-36.17,Notstressed
-45.01,Notstressed
-54.43,Notstressed
-63.5,Notstressed
-71.34,Notstressed
-77.46,Notstressed
-81.91,Notstressed
-85.33,Notstressed
-88.63,Notstressed
-92.8,Notstressed
-98.44,Notstressed
-105.48,Notstressed
-112.96,Notstressed
-119.06,Notstressed
-121.43,Notstressed
-117.85,Notstressed
-106.92,Notstressed
-88.61,Notstressed
-64.35,Notstressed
-36.75,Notstressed
-8.87,Notstressed
16.53,Notstressed
37.56,Notstressed
53.36,Notstressed
63.93,Notstressed
69.76,Notstressed
71.5,Notstressed
69.8,Notstressed
65.36,Notstressed
59.03,Notstressed
51.85,Notstressed
44.95,Notstressed
39.25,Notstressed
35.18,Notstressed
32.59,Notstressed
30.79,Notstressed
29,Notstressed
26.67,Notstressed
23.76,Notstressed
20.63,Notstressed
17.77,Notstressed
15.43,Notstressed
13.42,Notstressed
11.08,Notstressed
7.6,Notstressed
2.33,Notstressed
-4.95,Notstressed
-13.96,Notstressed
-23.99,Notstressed
-34.19,Notstressed
-43.78,Notstressed
-52.33,Notstressed
-59.83,Notstressed
-66.67,Notstressed
-73.56,Notstressed
-81.33,Notstressed
-90.59,Notstressed
-101.41,Notstressed
-112.92,Notstressed
-123.19,Notstressed
-129.51,Notstressed
-129.07,Notstressed
-120.04,Notstressed
-102.24,Notstressed
-77.45,Notstressed
-48.87,Notstressed
-20.12,Notstressed
5.81,Notstressed
27.22,Notstressed
43.67,Notstressed
55.62,Notstressed
63.75,Notstressed
68.66,Notstressed
70.72,Notstressed
70.32,Notstressed
68,Notstressed
64.52,Notstressed
60.71,Notstressed
57.25,Notstressed
54.5,Notstressed
52.45,Notstressed
50.8,Notstressed
49.17,Notstressed
47.3,Notstressed
45.19,Notstressed
43.04,Notstressed
41.14,Notstressed
39.57,Notstressed
38.1,Notstressed
36.11,Notstressed
32.8,Notstressed
27.49,Notstressed
19.97,Notstressed
10.61,Notstressed
0.32,Notstressed
-9.86,Notstressed
-19.02,Notstressed
-26.79,Notstressed
-33.29,Notstressed
-39.13,Notstressed
-45.1,Notstressed
-51.97,Notstressed
-60.27,Notstressed
-70,Notstressed
-80.52,Notstressed
-90.36,Notstressed
-97.4,Notstressed
-99.33,Notstressed
-94.31,Notstressed
-81.7,Notstressed
-62.38,Notstressed
-38.62,Notstressed
-13.37,Notstressed
10.56,Notstressed
31.17,Notstressed
47.55,Notstressed
59.69,Notstressed
68.04,Notstressed
73.12,Notstressed
75.37,Notstressed
75.12,Notstressed
72.79,Notstressed
68.93,Notstressed
64.26,Notstressed
59.47,Notstressed
55.12,Notstressed
51.5,Notstressed
48.6,Notstressed
46.2,Notstressed
44.03,Notstressed
41.93,Notstressed
39.91,Notstressed
38.13,Notstressed
36.68,Notstressed
35.41,Notstressed
33.86,Notstressed
31.3,Notstressed
27.13,Notstressed
21.05,Notstressed
13.31,Notstressed
4.59,Notstressed
-4.19,Notstressed
-12.29,Notstressed
-19.31,Notstressed
-25.37,Notstressed
-30.95,Notstressed
-36.73,Notstressed
-43.43,Notstressed
-51.57,Notstressed
-61.27,Notstressed
-71.96,Notstressed
-82.22,Notstressed
-89.92,Notstressed
-92.72,Notstressed
-88.75,Notstressed
-77.4,Notstressed
-59.61,Notstressed
-37.66,Notstressed
-14.42,Notstressed
7.45,Notstressed
26.17,Notstressed
41,Notstressed
51.98,Notstressed
59.49,Notstressed
63.91,Notstressed
65.49,Notstressed
64.49,Notstressed
61.38,Notstressed
56.87,Notstressed
51.84,Notstressed
47.05,Notstressed
42.98,Notstressed
39.72,Notstressed
37.08,Notstressed
34.77,Notstressed
32.61,Notstressed
30.62,Notstressed
28.95,Notstressed
27.77,Notstressed
27,Notstressed
26.27,Notstressed
24.88,Notstressed
22.09,Notstressed
17.36,Notstressed
10.64,Notstressed
2.41,Notstressed
-6.38,Notstressed
-14.73,Notstressed
-21.96,Notstressed
-27.96,Notstressed
-33.24,Notstressed
-38.76,Notstressed
-45.48,Notstressed
-54.06,Notstressed
-64.47,Notstressed
-75.84,Notstressed
-86.44,Notstressed
-94.04,Notstressed
-96.34,Notstressed
-91.73,Notstressed
-79.79,Notstressed
-61.57,Notstressed
-39.31,Notstressed
-15.82,Notstressed
6.31,Notstressed
25.28,Notstressed
40.23,Notstressed
51.06,Notstressed
58.02,Notstressed
61.51,Notstressed
61.91,Notstressed
59.74,Notstressed
55.69,Notstressed
50.65,Notstressed
45.5,Notstressed
40.93,Notstressed
37.27,Notstressed
34.5,Notstressed
32.35,Notstressed
30.57,Notstressed
29.04,Notstressed
27.85,Notstressed
27.17,Notstressed
27.11,Notstressed
27.52,Notstressed
27.92,Notstressed
27.62,Notstressed
25.89,Notstressed
22.28,Notstressed
16.79,Notstressed
9.93,Notstressed
2.55,Notstressed
-4.48,Notstressed
-10.63,Notstressed
-15.85,Notstressed
-20.6,Notstressed
-25.72,Notstressed
-32.07,Notstressed
-40.23,Notstressed
-50.12,Notstressed
-60.8,Notstressed
-70.49,Notstressed
-76.86,Notstressed
-77.66,Notstressed
-71.44,Notstressed
-58.03,Notstressed
-38.77,Notstressed
-16.09,Notstressed
7.15,Notstressed
28.39,Notstressed
45.96,Notstressed
59.1,Notstressed
67.82,Notstressed
72.52,Notstressed
73.68,Notstressed
71.82,Notstressed
67.48,Notstressed
61.37,Notstressed
54.32,Notstressed
47.23,Notstressed
40.87,Notstressed
35.67,Notstressed
31.67,Notstressed
28.59,Notstressed
26.07,Notstressed
23.86,Notstressed
21.94,Notstressed
20.49,Notstressed
19.66,Notstressed
19.31,Notstressed
18.97,Notstressed
17.85,Notstressed
15.21,Notstressed
10.59,Notstressed
4.1,Notstressed
-3.63,Notstressed
-11.68,Notstressed
-19.16,Notstressed
-25.55,Notstressed
-30.87,Notstressed
-35.61,Notstressed
-40.52,Notstressed
-46.43,Notstressed
-53.9,Notstressed
-63.04,Notstressed
-73.26,Notstressed
-83.15,Notstressed
-90.63,Notstressed
-93.36,Notstressed
-89.42,Notstressed
-78.07,Notstressed
-60.08,Notstressed
-37.66,Notstressed
-13.78,Notstressed
8.68,Notstressed
27.62,Notstressed
42.02,Notstressed
51.84,Notstressed
57.49,Notstressed
59.58,Notstressed
58.68,Notstressed
55.39,Notstressed
50.44,Notstressed
44.69,Notstressed
39,Notstressed
34.04,Notstressed
30.1,Notstressed
27.12,Notstressed
24.83,Notstressed
22.97,Notstressed
21.43,Notstressed
20.31,Notstressed
19.78,Notstressed
19.85,Notstressed
20.25,Notstressed
20.38,Notstressed
19.46,Notstressed
16.84,Notstressed
12.28,Notstressed
6.04,Notstressed
-1.18,Notstressed
-8.49,Notstressed
-15.15,Notstressed
-20.86,Notstressed
-25.84,Notstressed
-30.77,Notstressed
-36.52,Notstressed
-43.82,Notstressed
-52.89,Notstressed
-63.13,Notstressed
-73.03,Notstressed
-80.37,Notstressed
-82.8,Notstressed
-78.53,Notstressed
-67.02,Notstressed
-49.22,Notstressed
-27.39,Notstressed
-4.44,Notstressed
16.87,Notstressed
34.58,Notstressed
47.77,Notstressed
56.34,Notstressed
60.73,Notstressed
61.45,Notstressed
59.05,Notstressed
54.1,Notstressed
47.35,Notstressed
39.78,Notstressed
32.43,Notstressed
26.2,Notstressed
21.61,Notstressed
18.68,Notstressed
17.03,Notstressed
16.12,Notstressed
15.53,Notstressed
15.11,Notstressed
14.93,Notstressed
15.04,Notstressed
15.22,Notstressed
14.88,Notstressed
13.23,Notstressed
9.59,Notstressed
3.77,Notstressed
-3.8,Notstressed
-12.2,Notstressed
-20.41,Notstressed
-27.67,Notstressed
-33.78,Notstressed
-39.1,Notstressed
-44.42,Notstressed
-50.72,Notstressed
-58.79,Notstressed
-68.99,Notstressed
-80.84,Notstressed
-92.8,Notstressed
-102.42,Notstressed
-106.79,Notstressed
-103.47,Notstressed
-91.41,Notstressed
-71.48,Notstressed
-46.33,Notstressed
-19.54,Notstressed
5.51,Notstressed
26.56,Notstressed
42.76,Notstressed
54.35,Notstressed
62.05,Notstressed
66.48,Notstressed
68.01,Notstressed
66.84,Notstressed
63.34,Notstressed
58.25,Notstressed
52.5,Notstressed
47.05,Notstressed
42.56,Notstressed
39.23,Notstressed
36.92,Notstressed
35.25,Notstressed
33.87,Notstressed
32.55,Notstressed
31.21,Notstressed
29.9,Notstressed
28.67,Notstressed
27.46,Notstressed
26,Notstressed
23.87,Notstressed
20.54,Notstressed
15.58,Notstressed
8.86,Notstressed
0.65,Notstressed
-8.38,Notstressed
-17.37,Notstressed
-25.56,Notstressed
-32.58,Notstressed
-38.56,Notstressed
-44.1,Notstressed
-50.01,Notstressed
-57.09,Notstressed
-65.89,Notstressed
-76.47,Notstressed
-88.14,Notstressed
-99.35,Notstressed
-107.81,Notstressed
-110.95,Notstressed
-106.66,Notstressed
-94.05,Notstressed
-73.9,Notstressed
-48.54,Notstressed
-21.2,Notstressed
4.91,Notstressed
27.39,Notstressed
44.99,Notstressed
57.59,Notstressed
65.7,Notstressed
70.14,Notstressed
71.68,Notstressed
70.99,Notstressed
68.68,Notstressed
65.33,Notstressed
61.49,Notstressed
57.63,Notstressed
54.06,Notstressed
50.95,Notstressed
48.32,Notstressed
46.19,Notstressed
44.6,Notstressed
43.65,Notstressed
43.39,Notstressed
43.66,Notstressed
44.11,Notstressed
44.13,Notstressed
43.14,Notstressed
40.66,Notstressed
36.62,Notstressed
31.28,Notstressed
25.12,Notstressed
18.65,Notstressed
12.17,Notstressed
5.74,Notstressed
-0.81,Notstressed
-7.65,Notstressed
-14.86,Notstressed
-22.31,Notstressed
-29.7,Notstressed
-36.67,Notstressed
-42.98,Notstressed
-48.63,Notstressed
-53.85,Notstressed
-59.16,Notstressed
-65.24,Notstressed
-72.76,Notstressed
-82.04,Notstressed
-92.62,Notstressed
-102.98,Notstressed
-110.59,Notstressed
-112.52,Notstressed
-106.38,Notstressed
-91.26,Notstressed
-68.23,Notstressed
-40.07,Notstressed
-10.45,Notstressed
17.19,Notstressed
40.49,Notstressed
58.46,Notstressed
71.23,Notstressed
79.56,Notstressed
84.36,Notstressed
86.45,Notstressed
86.5,Notstressed
85.12,Notstressed
82.83,Notstressed
80.06,Notstressed
77.1,Notstressed
74.04,Notstressed
70.87,Notstressed
67.59,Notstressed
64.36,Notstressed
61.45,Notstressed
59.28,Notstressed
58.16,Notstressed
58.1,Notstressed
58.72,Notstressed
59.3,Notstressed
58.94,Notstressed
56.95,Notstressed
53.04,Notstressed
47.47,Notstressed
40.89,Notstressed
34.11,Notstressed
27.77,Notstressed
22.14,Notstressed
16.99,Notstressed
11.74,Notstressed
5.72,Notstressed
-1.57,Notstressed
-10.2,Notstressed
-19.8,Notstressed
-29.7,Notstressed
-39.2,Notstressed
-47.95,Notstressed
-56.09,Notstressed
-64.26,Notstressed
-73.44,Notstressed
-84.49,Notstressed
-97.69,Notstressed
-112.31,Notstressed
-126.4,Notstressed
-137.04,Notstressed
-141.02,Notstressed
-135.85,Notstressed
-120.72,Notstressed
-96.92,Notstressed
-67.62,Notstressed
-36.86,Notstressed
-8.46,Notstressed
14.98,Notstressed
32.42,Notstressed
44.06,Notstressed
50.84,Notstressed
53.82,Notstressed
53.93,Notstressed
51.94,Notstressed
48.57,Notstressed
44.49,Notstressed
40.27,Notstressed
36.34,Notstressed
32.91,Notstressed
30.06,Notstressed
27.81,Notstressed
26.23,Notstressed
25.41,Notstressed
25.38,Notstressed
26.05,Notstressed
27.15,Notstressed
28.26,Notstressed
28.88,Notstressed
28.52,Notstressed
26.81,Notstressed
23.61,Notstressed
18.96,Notstressed
13.11,Notstressed
6.4,Notstressed
-0.85,Notstressed
-8.39,Notstressed
-16.03,Notstressed
-23.56,Notstressed
-30.77,Notstressed
-37.45,Notstressed
-43.45,Notstressed
-48.82,Notstressed
-53.84,Notstressed
-59.02,Notstressed
-64.96,Notstressed
-72.25,Notstressed
-81.1,Notstressed
-91.08,Notstressed
-100.79,Notstressed
-107.99,Notstressed
-110.03,Notstressed
-104.7,Notstressed
-91.08,Notstressed
-70.05,Notstressed
-44.13,Notstressed
-16.71,Notstressed
8.97,Notstressed
30.63,Notstressed
47.26,Notstressed
58.91,Notstressed
66.17,Notstressed
69.65,Notstressed
69.84,Notstressed
67.06,Notstressed
61.77,Notstressed
54.65,Notstressed
46.69,Notstressed
39.04,Notstressed
32.74,Notstressed
28.49,Notstressed
26.46,Notstressed
26.29,Notstressed
27.25,Notstressed
28.55,Notstressed
29.62,Notstressed
30.18,Notstressed
30.19,Notstressed
29.66,Notstressed
28.42,Notstressed
26.09,Notstressed
22.19,Notstressed
16.32,Notstressed
8.47,Notstressed
-0.92,Notstressed
-11.04,Notstressed
-20.92,Notstressed
-29.82,Notstressed
-37.41,Notstressed
