Data,Label
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.34,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.37,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.39,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.41,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.43,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.45,Notstressed
32.45,Notstressed
32.45,Notstressed
32.45,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.47,Notstressed
32.49,Notstressed
32.49,Notstressed
32.49,Notstressed
32.49,Notstressed
32.5,Notstressed
32.5,Notstressed
32.5,Notstressed
32.5,Notstressed
32.55,Notstressed
32.55,Notstressed
32.55,Notstressed
32.55,Notstressed
32.55,Notstressed
32.55,Notstressed
32.55,Notstressed
32.55,Notstressed
32.57,Notstressed
32.57,Notstressed
32.57,Notstressed
32.57,Notstressed
32.59,Notstressed
32.59,Notstressed
32.59,Notstressed
32.59,Notstressed
32.57,Notstressed
32.57,Notstressed
32.57,Notstressed
32.57,Notstressed
32.61,Notstressed
32.61,Notstressed
32.61,Notstressed
32.61,Notstressed
32.59,Notstressed
32.59,Notstressed
32.59,Notstressed
32.59,Notstressed
32.61,Notstressed
32.61,Notstressed
32.61,Notstressed
32.61,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.63,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.66,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.68,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.73,Notstressed
32.73,Notstressed
32.73,Notstressed
32.73,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.71,Notstressed
32.73,Notstressed
32.73,Notstressed
32.73,Notstressed
32.73,Notstressed
32.75,Notstressed
32.75,Notstressed
32.75,Notstressed
32.75,Notstressed
32.73,Notstressed
32.73,Notstressed
32.73,Notstressed
32.73,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.79,Notstressed
32.79,Notstressed
32.79,Notstressed
32.79,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
32.77,Notstressed
