Datat,Label
-16.27,Notstressed
-10.96,Notstressed
-5.39,Notstressed
-0.23,Notstressed
4.03,Notstressed
7.17,Notstressed
9.2,Notstressed
10.29,Notstressed
10.68,Notstressed
10.55,Notstressed
10.03,Notstressed
9.24,Notstressed
8.27,Notstressed
7.26,Notstressed
6.38,Notstressed
5.76,Notstressed
5.49,Notstressed
5.55,Notstressed
5.86,Notstressed
6.32,Notstressed
6.81,Notstressed
7.3,Notstressed
7.79,Notstressed
8.28,Notstressed
8.74,Notstressed
9.05,Notstressed
9.04,Notstressed
8.55,Notstressed
7.51,Notstressed
5.99,Notstressed
4.21,Notstressed
2.38,Notstressed
0.62,Notstressed
-1.09,Notstressed
-2.96,Notstressed
-5.21,Notstressed
-8.01,Notstressed
-11.36,Notstressed
-15.1,Notstressed
-18.95,Notstressed
-22.57,Notstressed
-25.53,Notstressed
-27.37,Notstressed
-27.66,Notstressed
-26.08,Notstressed
-22.6,Notstressed
-17.56,Notstressed
-11.6,Notstressed
-5.51,Notstressed
0.04,Notstressed
4.64,Notstressed
8.22,Notstressed
10.89,Notstressed
12.79,Notstressed
13.96,Notstressed
14.37,Notstressed
14.01,Notstressed
13,Notstressed
11.67,Notstressed
10.47,Notstressed
9.8,Notstressed
9.86,Notstressed
10.62,Notstressed
11.81,Notstressed
13.15,Notstressed
14.36,Notstressed
15.29,Notstressed
15.9,Notstressed
16.2,Notstressed
16.21,Notstressed
15.92,Notstressed
15.29,Notstressed
14.3,Notstressed
12.94,Notstressed
11.25,Notstressed
9.32,Notstressed
7.22,Notstressed
5.05,Notstressed
2.85,Notstressed
0.64,Notstressed
-1.56,Notstressed
-3.73,Notstressed
-5.89,Notstressed
-8.1,Notstressed
-10.51,Notstressed
-13.26,Notstressed
-16.43,Notstressed
-19.81,Notstressed
-22.92,Notstressed
-25.05,Notstressed
-25.52,Notstressed
-23.96,Notstressed
-20.44,Notstressed
-15.46,Notstressed
-9.79,Notstressed
-4.18,Notstressed
0.83,Notstressed
4.96,Notstressed
8.12,Notstressed
10.28,Notstressed
11.48,Notstressed
11.73,Notstressed
11.16,Notstressed
10.04,Notstressed
8.73,Notstressed
7.63,Notstressed
7.04,Notstressed
7.11,Notstressed
7.74,Notstressed
8.68,Notstressed
9.59,Notstressed
10.17,Notstressed
10.31,Notstressed
10.09,Notstressed
9.77,Notstressed
9.64,Notstressed
9.79,Notstressed
10.13,Notstressed
10.34,Notstressed
10.06,Notstressed
9.02,Notstressed
7.28,Notstressed
5.13,Notstressed
3.02,Notstressed
1.33,Notstressed
0.19,Notstressed
-0.54,Notstressed
-1.24,Notstressed
-2.29,Notstressed
-3.96,Notstressed
-6.27,Notstressed
-8.97,Notstressed
-11.57,Notstressed
-13.47,Notstressed
-14.02,Notstressed
-12.73,Notstressed
-9.4,Notstressed
-4.21,Notstressed
2.27,Notstressed
9.18,Notstressed
15.63,Notstressed
20.95,Notstressed
24.84,Notstressed
27.4,Notstressed
28.98,Notstressed
29.92,Notstressed
30.33,Notstressed
30.08,Notstressed
28.89,Notstressed
26.56,Notstressed
23.17,Notstressed
19.21,Notstressed
15.44,Notstressed
12.64,Notstressed
11.29,Notstressed
11.32,Notstressed
12.14,Notstressed
12.9,Notstressed
12.92,Notstressed
12,Notstressed
10.44,Notstressed
8.85,Notstressed
7.71,Notstressed
7.06,Notstressed
6.46,Notstressed
5.3,Notstressed
3.17,Notstressed
0.14,Notstressed
-3.25,Notstressed
-6.28,Notstressed
-8.52,Notstressed
-10.01,Notstressed
-11.34,Notstressed
-13.32,Notstressed
-16.55,Notstressed
-21.22,Notstressed
-26.94,Notstressed
-32.89,Notstressed
-38.11,Notstressed
-41.74,Notstressed
-43.26,Notstressed
-42.57,Notstressed
-39.86,Notstressed
-35.56,Notstressed
-30.14,Notstressed
-24.04,Notstressed
-17.66,Notstressed
-11.43,Notstressed
-5.81,Notstressed
-1.25,Notstressed
1.84,Notstressed
3.3,Notstressed
3.22,Notstressed
2,Notstressed
0.18,Notstressed
-1.69,Notstressed
-3.17,Notstressed
-4.03,Notstressed
-4.19,Notstressed
-3.69,Notstressed
-2.65,Notstressed
-1.21,Notstressed
0.41,Notstressed
2,Notstressed
3.37,Notstressed
4.36,Notstressed
4.89,Notstressed
4.92,Notstressed
4.48,Notstressed
3.59,Notstressed
2.29,Notstressed
0.65,Notstressed
-1.25,Notstressed
-3.31,Notstressed
-5.41,Notstressed
-7.49,Notstressed
-9.54,Notstressed
-11.62,Notstressed
-13.85,Notstressed
-16.39,Notstressed
-19.35,Notstressed
-22.7,Notstressed
-26.18,Notstressed
-29.28,Notstressed
-31.31,Notstressed
-31.64,Notstressed
-29.88,Notstressed
-26.06,Notstressed
-20.65,Notstressed
-14.35,Notstressed
-7.95,Notstressed
-2.07,Notstressed
2.88,Notstressed
6.69,Notstressed
9.22,Notstressed
10.41,Notstressed
10.29,Notstressed
9.06,Notstressed
7.12,Notstressed
4.96,Notstressed
3.04,Notstressed
1.65,Notstressed
0.85,Notstressed
0.54,Notstressed
0.57,Notstressed
0.82,Notstressed
1.26,Notstressed
1.86,Notstressed
2.51,Notstressed
3.05,Notstressed
3.26,Notstressed
2.95,Notstressed
2.08,Notstressed
0.71,Notstressed
-0.97,Notstressed
-2.69,Notstressed
-4.27,Notstressed
-5.6,Notstressed
-6.69,Notstressed
-7.68,Notstressed
-8.78,Notstressed
-10.2,Notstressed
-12.09,Notstressed
-14.48,Notstressed
-17.19,Notstressed
-19.86,Notstressed
-21.94,Notstressed
-22.84,Notstressed
-22.04,Notstressed
-19.28,Notstressed
-14.67,Notstressed
-8.67,Notstressed
-2.03,Notstressed
4.43,Notstressed
10.01,Notstressed
14.28,Notstressed
17.1,Notstressed
18.61,Notstressed
19.06,Notstressed
18.7,Notstressed
17.72,Notstressed
16.26,Notstressed
14.48,Notstressed
12.59,Notstressed
10.83,Notstressed
9.44,Notstressed
8.56,Notstressed
8.19,Notstressed
8.26,Notstressed
8.69,Notstressed
9.39,Notstressed
10.33,Notstressed
11.41,Notstressed
12.47,Notstressed
13.24,Notstressed
13.46,Notstressed
12.94,Notstressed
11.67,Notstressed
9.76,Notstressed
7.44,Notstressed
4.93,Notstressed
2.37,Notstressed
-0.18,Notstressed
-2.8,Notstressed
-5.64,Notstressed
-8.86,Notstressed
-12.54,Notstressed
-16.5,Notstressed
-20.31,Notstressed
-23.26,Notstressed
-24.59,Notstressed
-23.75,Notstressed
-20.59,Notstressed
-15.45,Notstressed
-9.02,Notstressed
-2.16,Notstressed
4.31,Notstressed
9.82,Notstressed
14.05,Notstressed
16.91,Notstressed
18.53,Notstressed
19.09,Notstressed
18.87,Notstressed
18.14,Notstressed
17.15,Notstressed
16.11,Notstressed
15.19,Notstressed
14.53,Notstressed
14.21,Notstressed
14.22,Notstressed
14.44,Notstressed
14.72,Notstressed
14.94,Notstressed
15.08,Notstressed
15.19,Notstressed
15.33,Notstressed
15.47,Notstressed
15.41,Notstressed
14.89,Notstressed
13.66,Notstressed
11.65,Notstressed
9.01,Notstressed
6.1,Notstressed
3.27,Notstressed
0.79,Notstressed
-1.34,Notstressed
-3.31,Notstressed
-5.47,Notstressed
-8.15,Notstressed
-11.48,Notstressed
-15.27,Notstressed
-18.99,Notstressed
-21.84,Notstressed
-23,Notstressed
-21.9,Notstressed
-18.43,Notstressed
-12.98,Notstressed
-6.37,Notstressed
0.52,Notstressed
6.92,Notstressed
12.34,Notstressed
16.58,Notstressed
19.59,Notstressed
21.4,Notstressed
22.08,Notstressed
21.74,Notstressed
20.62,Notstressed
19.05,Notstressed
17.37,Notstressed
15.84,Notstressed
14.62,Notstressed
13.69,Notstressed
13.01,Notstressed
12.53,Notstressed
12.24,Notstressed
12.16,Notstressed
12.33,Notstressed
12.69,Notstressed
13.15,Notstressed
13.52,Notstressed
13.58,Notstressed
13.15,Notstressed
12.15,Notstressed
10.65,Notstressed
8.83,Notstressed
6.93,Notstressed
5.11,Notstressed
3.39,Notstressed
1.65,Notstressed
-0.29,Notstressed
-2.59,Notstressed
-5.3,Notstressed
-8.38,Notstressed
-11.68,Notstressed
-14.96,Notstressed
-17.87,Notstressed
-19.99,Notstressed
-20.85,Notstressed
-20.06,Notstressed
-17.45,Notstressed
-13.23,Notstressed
-7.94,Notstressed
-2.31,Notstressed
2.91,Notstressed
7.24,Notstressed
10.44,Notstressed
12.58,Notstressed
13.82,Notstressed
14.32,Notstressed
14.22,Notstressed
13.59,Notstressed
12.58,Notstressed
11.41,Notstressed
10.32,Notstressed
9.54,Notstressed
9.21,Notstressed
9.27,Notstressed
9.57,Notstressed
9.92,Notstressed
10.21,Notstressed
10.41,Notstressed
10.55,Notstressed
10.68,Notstressed
10.79,Notstressed
10.75,Notstressed
10.4,Notstressed
9.58,Notstressed
8.24,Notstressed
6.49,Notstressed
4.55,Notstressed
2.68,Notstressed
1.07,Notstressed
-0.25,Notstressed
-1.42,Notstressed
-2.69,Notstressed
-4.3,Notstressed
-6.42,Notstressed
-9.06,Notstressed
-12.01,Notstressed
-14.93,Notstressed
-17.38,Notstressed
-18.9,Notstressed
-19.12,Notstressed
-17.86,Notstressed
-15.17,Notstressed
-11.35,Notstressed
-6.85,Notstressed
-2.2,Notstressed
2.09,Notstressed
5.64,Notstressed
8.2,Notstressed
9.7,Notstressed
10.21,Notstressed
9.91,Notstressed
9.02,Notstressed
7.78,Notstressed
6.44,Notstressed
5.2,Notstressed
4.24,Notstressed
3.64,Notstressed
3.45,Notstressed
3.59,Notstressed
3.96,Notstressed
4.45,Notstressed
4.96,Notstressed
5.42,Notstressed
5.77,Notstressed
5.94,Notstressed
5.85,Notstressed
5.41,Notstressed
4.54,Notstressed
3.21,Notstressed
1.47,Notstressed
-0.56,Notstressed
-2.7,Notstressed
-4.7,Notstressed
-6.36,Notstressed
-7.5,Notstressed
-8.13,Notstressed
-8.39,Notstressed
-8.59,Notstressed
-9.07,Notstressed
-10.12,Notstressed
-11.84,Notstressed
-14.05,Notstressed
-16.35,Notstressed
-18.19,Notstressed
-19.05,Notstressed
-18.58,Notstressed
-16.71,Notstressed
-13.69,Notstressed
-9.96,Notstressed
-6.06,Notstressed
-2.44,Notstressed
0.57,Notstressed
2.81,Notstressed
4.24,Notstressed
4.88,Notstressed
4.78,Notstressed
4.02,Notstressed
2.72,Notstressed
1.11,Notstressed
-0.54,Notstressed
-1.92,Notstressed
-2.79,Notstressed
-3,Notstressed
-2.58,Notstressed
-1.63,Notstressed
-0.36,Notstressed
1.05,Notstressed
2.46,Notstressed
3.75,Notstressed
4.78,Notstressed
5.4,Notstressed
5.49,Notstressed
4.95,Notstressed
3.78,Notstressed
2.14,Notstressed
0.24,Notstressed
-1.67,Notstressed
-3.41,Notstressed
-4.89,Notstressed
-6.15,Notstressed
-7.24,Notstressed
-8.24,Notstressed
-9.24,Notstressed
-10.36,Notstressed
-11.73,Notstressed
-13.41,Notstressed
-15.36,Notstressed
-17.3,Notstressed
-18.79,Notstressed
-19.36,Notstressed
-18.67,Notstressed
-16.64,Notstressed
-13.51,Notstressed
-9.76,Notstressed
-5.88,Notstressed
-2.33,Notstressed
0.65,Notstressed
2.93,Notstressed
4.5,Notstressed
5.36,Notstressed
5.52,Notstressed
5.05,Notstressed
4.05,Notstressed
2.76,Notstressed
1.44,Notstressed
0.39,Notstressed
-0.22,Notstressed
-0.38,Notstressed
-0.2,Notstressed
0.09,Notstressed
0.28,Notstressed
0.26,Notstressed
0.06,Notstressed
-0.16,Notstressed
-0.24,Notstressed
-0.02,Notstressed
0.5,Notstressed
1.21,Notstressed
1.88,Notstressed
2.28,Notstressed
2.26,Notstressed
1.8,Notstressed
1,Notstressed
0.03,Notstressed
-1,Notstressed
-2.02,Notstressed
-3.09,Notstressed
-4.28,Notstressed
-5.71,Notstressed
-7.44,Notstressed
-9.48,Notstressed
-11.75,Notstressed
-14.04,Notstressed
-15.97,Notstressed
-17.12,Notstressed
-17.09,Notstressed
-15.73,Notstressed
-13.18,Notstressed
-9.89,Notstressed
-6.42,Notstressed
-3.3,Notstressed
-0.82,Notstressed
0.91,Notstressed
1.95,Notstressed
2.34,Notstressed
2.1,Notstressed
1.25,Notstressed
-0.13,Notstressed
-1.81,Notstressed
-3.44,Notstressed
-4.66,Notstressed
-5.23,Notstressed
-5.14,Notstressed
-4.56,Notstressed
-3.75,Notstressed
-2.99,Notstressed
-2.45,Notstressed
-2.16,Notstressed
-2.06,Notstressed
-2.04,Notstressed
-2.01,Notstressed
-1.93,Notstressed
-1.82,Notstressed
-1.8,Notstressed
-1.96,Notstressed
-2.4,Notstressed
-3.09,Notstressed
-3.96,Notstressed
-4.91,Notstressed
-5.87,Notstressed
-6.89,Notstressed
-8.08,Notstressed
-9.6,Notstressed
-11.53,Notstressed
-13.84,Notstressed
-16.32,Notstressed
-18.65,Notstressed
-20.48,Notstressed
-21.53,Notstressed
-21.61,Notstressed
-20.64,Notstressed
-18.66,Notstressed
-15.83,Notstressed
-12.4,Notstressed
-8.73,Notstressed
-5.23,Notstressed
-2.25,Notstressed
-0.03,Notstressed
1.39,Notstressed
2.03,Notstressed
2.01,Notstressed
1.42,Notstressed
0.35,Notstressed
-1.08,Notstressed
-2.64,Notstressed
-4,Notstressed
-4.87,Notstressed
-5.05,Notstressed
-4.61,Notstressed
-3.79,Notstressed
-2.94,Notstressed
-2.32,Notstressed
-2,Notstressed
-1.9,Notstressed
-1.83,Notstressed
-1.72,Notstressed
-1.56,Notstressed
-1.5,Notstressed
-1.74,Notstressed
-2.4,Notstressed
-3.5,Notstressed
-4.97,Notstressed
-6.67,Notstressed
-8.43,Notstressed
-10.09,Notstressed
-11.56,Notstressed
-12.8,Notstressed
-13.87,Notstressed
-14.93,Notstressed
-16.2,Notstressed
-17.88,Notstressed
-20.01,Notstressed
-22.41,Notstressed
-24.62,Notstressed
-26.03,Notstressed
-26.09,Notstressed
-24.52,Notstressed
-21.43,Notstressed
-17.25,Notstressed
-12.64,Notstressed
-8.22,Notstressed
-4.46,Notstressed
-1.54,Notstressed
0.54,Notstressed
1.89,Notstressed
2.64,Notstressed
2.88,Notstressed
2.64,Notstressed
1.98,Notstressed
1.06,Notstressed
0.08,Notstressed
-0.66,Notstressed
-0.94,Notstressed
-0.7,Notstressed
-0.04,Notstressed
0.79,Notstressed
1.55,Notstressed
2.12,Notstressed
2.49,Notstressed
2.78,Notstressed
3.1,Notstressed
3.46,Notstressed
3.72,Notstressed
3.66,Notstressed
3.12,Notstressed
2.06,Notstressed
0.57,Notstressed
-1.16,Notstressed
-2.94,Notstressed
-4.64,Notstressed
-6.21,Notstressed
-7.68,Notstressed
-9.12,Notstressed
-10.65,Notstressed
-12.41,Notstressed
-14.52,Notstressed
-17,Notstressed
-19.7,Notstressed
-22.22,Notstressed
-24.02,Notstressed
-24.53,Notstressed
-23.34,Notstressed
-20.41,Notstressed
-16.02,Notstressed
-10.76,Notstressed
-5.29,Notstressed
-0.18,Notstressed
4.2,Notstressed
7.68,Notstressed
10.25,Notstressed
11.96,Notstressed
12.87,Notstressed
13.03,Notstressed
12.54,Notstressed
11.56,Notstressed
10.37,Notstressed
9.27,Notstressed
8.57,Notstressed
8.48,Notstressed
9.07,Notstressed
10.29,Notstressed
11.92,Notstressed
13.67,Notstressed
15.17,Notstressed
16.09,Notstressed
16.25,Notstressed
15.59,Notstressed
14.23,Notstressed
12.38,Notstressed
10.25,Notstressed
7.98,Notstressed
5.63,Notstressed
3.25,Notstressed
0.89,Notstressed
-1.32,Notstressed
-3.25,Notstressed
-4.79,Notstressed
-5.95,Notstressed
-6.87,Notstressed
-7.8,Notstressed
-8.99,Notstressed
-10.61,Notstressed
-12.67,Notstressed
-15.02,Notstressed
-17.32,Notstressed
-19.12,Notstressed
-19.94,Notstressed
-19.4,Notstressed
-17.33,Notstressed
-13.81,Notstressed
-9.2,Notstressed
-4.02,Notstressed
1.19,Notstressed
5.98,Notstressed
10.1,Notstressed
13.44,Notstressed
16.04,Notstressed
17.93,Notstressed
19.14,Notstressed
19.71,Notstressed
19.76,Notstressed
19.48,Notstressed
19.16,Notstressed
19.11,Notstressed
19.51,Notstressed
20.38,Notstressed
21.52,Notstressed
22.59,Notstressed
23.22,Notstressed
23.17,Notstressed
22.36,Notstressed
20.93,Notstressed
19.15,Notstressed
17.27,Notstressed
15.42,Notstressed
13.57,Notstressed
11.6,Notstressed
9.38,Notstressed
6.92,Notstressed
4.38,Notstressed
2.04,Notstressed
0.15,Notstressed
-1.2,Notstressed
-2.1,Notstressed
-2.87,Notstressed
-3.85,Notstressed
-5.27,Notstressed
-7.21,Notstressed
-9.56,Notstressed
-12.08,Notstressed
-14.51,Notstressed
-16.58,Notstressed
-17.99,Notstressed
-18.43,Notstressed
-17.57,Notstressed
-15.17,Notstressed
-11.2,Notstressed
-5.91,Notstressed
0.13,Notstressed
6.21,Notstressed
11.64,Notstressed
15.93,Notstressed
18.83,Notstressed
20.35,Notstressed
20.7,Notstressed
20.14,Notstressed
18.97,Notstressed
17.51,Notstressed
16.05,Notstressed
14.88,Notstressed
14.19,Notstressed
14.08,Notstressed
14.48,Notstressed
15.22,Notstressed
16.05,Notstressed
16.76,Notstressed
17.21,Notstressed
17.36,Notstressed
17.24,Notstressed
16.87,Notstressed
16.28,Notstressed
15.41,Notstressed
14.19,Notstressed
12.54,Notstressed
10.47,Notstressed
8.09,Notstressed
5.65,Notstressed
3.46,Notstressed
1.82,Notstressed
0.88,Notstressed
0.64,Notstressed
0.9,Notstressed
1.34,Notstressed
1.66,Notstressed
1.62,Notstressed
1.09,Notstressed
0.04,Notstressed
-1.42,Notstressed
-3.09,Notstressed
-4.6,Notstressed
-5.48,Notstressed
-5.27,Notstressed
-3.62,Notstressed
-0.51,Notstressed
3.78,Notstressed
8.73,Notstressed
13.71,Notstressed
18.17,Notstressed
21.75,Notstressed
24.26,Notstressed
25.61,Notstressed
25.8,Notstressed
24.85,Notstressed
22.86,Notstressed
20.05,Notstressed
16.78,Notstressed
13.47,Notstressed
10.53,Notstressed
8.25,Notstressed
6.75,Notstressed
6.03,Notstressed
5.97,Notstressed
6.44,Notstressed
7.3,Notstressed
8.43,Notstressed
9.7,Notstressed
10.93,Notstressed
11.89,Notstressed
12.3,Notstressed
11.98,Notstressed
10.87,Notstressed
9.05,Notstressed
6.76,Notstressed
4.28,Notstressed
1.85,Notstressed
-0.36,Notstressed
-2.27,Notstressed
-3.82,Notstressed
-5,Notstressed
-5.81,Notstressed
-6.28,Notstressed
-6.56,Notstressed
-6.84,Notstressed
-7.36,Notstressed
-8.29,Notstressed
-9.66,Notstressed
-11.29,Notstressed
-12.84,Notstressed
-13.84,Notstressed
-13.87,Notstressed
-12.69,Notstressed
-10.36,Notstressed
-7.22,Notstressed
-3.83,Notstressed
-0.75,Notstressed
1.62,Notstressed
3.23,Notstressed
4.24,Notstressed
4.93,Notstressed
5.52,Notstressed
6.07,Notstressed
6.49,Notstressed
6.68,Notstressed
6.67,Notstressed
6.63,Notstressed
6.81,Notstressed
7.42,Notstressed
8.44,Notstressed
9.69,Notstressed
10.83,Notstressed
11.56,Notstressed
11.74,Notstressed
11.37,Notstressed
10.54,Notstressed
9.39,Notstressed
7.99,Notstressed
6.41,Notstressed
4.69,Notstressed
2.95,Notstressed
1.29,Notstressed
-0.17,Notstressed
-1.41,Notstressed
-2.48,Notstressed
-3.55,Notstressed
-4.76,Notstressed
-6.23,Notstressed
-7.99,Notstressed
-9.96,Notstressed
-12.01,Notstressed
-14,Notstressed
-15.82,Notstressed
-17.5,Notstressed
-19.12,Notstressed
-20.79,Notstressed
-22.45,Notstressed
-23.83,Notstressed
-24.52,Notstressed
-24.06,Notstressed
-22.21,Notstressed
-19.11,Notstressed
-15.21,Notstressed
-11.16,Notstressed
-7.53,Notstressed
-4.63,Notstressed
-2.46,Notstressed
-0.86,Notstressed
0.33,Notstressed
1.1,Notstressed
1.31,Notstressed
0.86,Notstressed
-0.21,Notstressed
-1.63,Notstressed
-2.98,Notstressed
-3.85,Notstressed
-4.02,Notstressed
-3.56,Notstressed
-2.68,Notstressed
-1.68,Notstressed
-0.69,Notstressed
0.26,Notstressed
1.24,Notstressed
2.32,Notstressed
3.48,Notstressed
4.63,Notstressed
5.66,Notstressed
6.49,Notstressed
7.1,Notstressed
7.48,Notstressed
7.65,Notstressed
7.62,Notstressed
7.39,Notstressed
7.02,Notstressed
6.52,Notstressed
5.92,Notstressed
5.24,Notstressed
4.44,Notstressed
3.49,Notstressed
2.32,Notstressed
0.89,Notstressed
-0.79,Notstressed
-2.62,Notstressed
-4.35,Notstressed
-5.57,Notstressed
-5.89,Notstressed
-4.99,Notstressed
-2.82,Notstressed
0.39,Notstressed
4.22,Notstressed
8.27,Notstressed
12.22,Notstressed
15.9,Notstressed
19.19,Notstressed
21.97,Notstressed
24.06,Notstressed
25.29,Notstressed
25.59,Notstressed
25.01,Notstressed
23.79,Notstressed
22.17,Notstressed
20.35,Notstressed
18.42,Notstressed
16.39,Notstressed
14.27,Notstressed
12.08,Notstressed
9.9,Notstressed
7.8,Notstressed
5.79,Notstressed
3.78,Notstressed
1.63,Notstressed
-0.75,Notstressed
-3.41,Notstressed
-6.3,Notstressed
-9.33,Notstressed
-12.36,Notstressed
-15.3,Notstressed
-18.03,Notstressed
-20.41,Notstressed
-22.31,Notstressed
-23.56,Notstressed
-24.11,Notstressed
-24,Notstressed
-23.38,Notstressed
-22.49,Notstressed
-21.54,Notstressed
-20.74,Notstressed
-20.18,Notstressed
-19.92,Notstressed
-19.86,Notstressed
-19.84,Notstressed
-19.53,Notstressed
-18.59,Notstressed
-16.72,Notstressed
-13.82,Notstressed
-10.04,Notstressed
-5.71,Notstressed
-1.27,Notstressed
2.84,Notstressed
6.35,Notstressed
9.08,Notstressed
10.95,Notstressed
11.91,Notstressed
11.94,Notstressed
11.11,Notstressed
9.62,Notstressed
7.78,Notstressed
5.95,Notstressed
4.45,Notstressed
3.51,Notstressed
3.16,Notstressed
3.28,Notstressed
3.69,Notstressed
4.15,Notstressed
4.54,Notstressed
4.82,Notstressed
5.02,Notstressed
5.21,Notstressed
5.39,Notstressed
5.47,Notstressed
5.28,Notstressed
4.63,Notstressed
3.43,Notstressed
1.76,Notstressed
-0.12,Notstressed
-1.9,Notstressed
-3.31,Notstressed
-4.28,Notstressed
-4.96,Notstressed
-5.62,Notstressed
-6.56,Notstressed
-7.94,Notstressed
-9.74,Notstressed
-11.84,Notstressed
-14.1,Notstressed
-16.39,Notstressed
-18.58,Notstressed
-20.5,Notstressed
-21.83,Notstressed
-22.19,Notstressed
-21.25,Notstressed
-18.93,Notstressed
-15.5,Notstressed
-11.52,Notstressed
-7.65,Notstressed
-4.39,Notstressed
-1.97,Notstressed
-0.3,Notstressed
0.83,Notstressed
1.57,Notstressed
1.95,Notstressed
1.84,Notstressed
1.19,Notstressed
0.05,Notstressed
-1.32,Notstressed
-2.54,Notstressed
-3.29,Notstressed
-3.46,Notstressed
-3.12,Notstressed
-2.56,Notstressed
-2.08,Notstressed
-1.9,Notstressed
-2.1,Notstressed
-2.59,Notstressed
-3.19,Notstressed
-3.71,Notstressed
-4.03,Notstressed
-4.07,Notstressed
-3.86,Notstressed
-3.49,Notstressed
-3.06,Notstressed
-2.65,Notstressed
-2.33,Notstressed
-2.11,Notstressed
-2.02,Notstressed
-2.08,Notstressed
-2.33,Notstressed
-2.81,Notstressed
-3.51,Notstressed
-4.43,Notstressed
-5.51,Notstressed
-6.72,Notstressed
-8.04,Notstressed
-9.4,Notstressed
-10.69,Notstressed
-11.68,Notstressed
-12.07,Notstressed
-11.61,Notstressed
-10.18,Notstressed
-7.87,Notstressed
-5.01,Notstressed
-2.08,Notstressed
0.5,Notstressed
2.42,Notstressed
3.6,Notstressed
4.11,Notstressed
4.09,Notstressed
3.71,Notstressed
3.06,Notstressed
2.19,Notstressed
1.14,Notstressed
-0.04,Notstressed
-1.24,Notstressed
-2.29,Notstressed
-3.03,Notstressed
-3.31,Notstressed
-3.09,Notstressed
-2.46,Notstressed
-1.64,Notstressed
-0.86,Notstressed
-0.33,Notstressed
-0.14,Notstressed
-0.29,Notstressed
-0.71,Notstressed
-1.31,Notstressed
-2.02,Notstressed
-2.82,Notstressed
-3.65,Notstressed
-4.48,Notstressed
-5.3,Notstressed
-6.12,Notstressed
-7.02,Notstressed
-8.1,Notstressed
-9.43,Notstressed
-11,Notstressed
-12.72,Notstressed
-14.41,Notstressed
-15.8,Notstressed
-16.66,Notstressed
-16.79,Notstressed
-16.18,Notstressed
-14.95,Notstressed
-13.36,Notstressed
-11.69,Notstressed
-10.13,Notstressed
-8.7,Notstressed
-7.32,Notstressed
-5.88,Notstressed
-4.38,Notstressed
-2.94,Notstressed
-1.77,Notstressed
-1.01,Notstressed
-0.67,Notstressed
-0.64,Notstressed
-0.8,Notstressed
-1.11,Notstressed
-1.62,Notstressed
-2.42,Notstressed
-3.47,Notstressed
-4.53,Notstressed
-5.25,Notstressed
-5.26,Notstressed
-4.38,Notstressed
-2.75,Notstressed
-0.71,Notstressed
1.25,Notstressed
2.74,Notstressed
3.59,Notstressed
3.85,Notstressed
3.7,Notstressed
3.41,Notstressed
3.1,Notstressed
2.8,Notstressed
2.43,Notstressed
1.85,Notstressed
0.96,Notstressed
-0.24,Notstressed
-1.66,Notstressed
-3.21,Notstressed
-4.76,Notstressed
-6.28,Notstressed
-7.81,Notstressed
-9.41,Notstressed
-11.17,Notstressed
-13.17,Notstressed
-15.43,Notstressed
-17.92,Notstressed
-20.55,Notstressed
-23.05,Notstressed
-25.06,Notstressed
-26.13,Notstressed
-25.91,Notstressed
-24.25,Notstressed
-21.27,Notstressed
-17.33,Notstressed
-12.89,Notstressed
-8.46,Notstressed
-4.39,Notstressed
-0.94,Notstressed
1.83,Notstressed
3.93,Notstressed
5.44,Notstressed
6.47,Notstressed
7.08,Notstressed
7.33,Notstressed
7.29,Notstressed
7.05,Notstressed
6.79,Notstressed
6.73,Notstressed
7.05,Notstressed
7.82,Notstressed
8.94,Notstressed
10.18,Notstressed
11.31,Notstressed
12.2,Notstressed
12.86,Notstressed
13.39,Notstressed
13.88,Notstressed
14.3,Notstressed
14.56,Notstressed
14.51,Notstressed
14.08,Notstressed
13.29,Notstressed
12.16,Notstressed
10.75,Notstressed
9.05,Notstressed
7.06,Notstressed
4.87,Notstressed
2.63,Notstressed
0.6,Notstressed
-1.08,Notstressed
-2.4,Notstressed
-3.54,Notstressed
-4.8,Notstressed
-6.49,Notstressed
-8.8,Notstressed
-11.76,Notstressed
-15.19,Notstressed
-18.8,Notstressed
-22.15,Notstressed
-24.74,Notstressed
-26.04,Notstressed
-25.65,Notstressed
-23.46,Notstressed
-19.68,Notstressed
-14.87,Notstressed
-9.7,Notstressed
-4.79,Notstressed
-0.53,Notstressed
2.93,Notstressed
5.56,Notstressed
7.41,Notstressed
8.48,Notstressed
8.83,Notstressed
8.64,Notstressed
8.21,Notstressed
7.99,Notstressed
8.4,Notstressed
9.64,Notstressed
11.65,Notstressed
14.1,Notstressed
16.54,Notstressed
18.6,Notstressed
20.11,Notstressed
21.14,Notstressed
21.88,Notstressed
22.51,Notstressed
23.1,Notstressed
23.53,Notstressed
23.61,Notstressed
23.16,Notstressed
22.13,Notstressed
20.62,Notstressed
18.83,Notstressed
16.97,Notstressed
15.16,Notstressed
13.43,Notstressed
11.71,Notstressed
9.92,Notstressed
8,Notstressed
5.96,Notstressed
3.85,Notstressed
1.79,Notstressed
-0.11,Notstressed
-1.75,Notstressed
-3.12,Notstressed
-4.3,Notstressed
-5.5,Notstressed
-6.95,Notstressed
-8.85,Notstressed
-11.25,Notstressed
-13.94,Notstressed
-16.51,Notstressed
-18.34,Notstressed
-18.84,Notstressed
-17.53,Notstressed
