Datat,Label
-9.53,Notstressed
-4.24,Notstressed
0.3,Notstressed
3.97,Notstressed
6.76,Notstressed
8.68,Notstressed
9.75,Notstressed
10,Notstressed
9.6,Notstressed
8.77,Notstressed
7.78,Notstressed
6.91,Notstressed
6.34,Notstressed
6.15,Notstressed
6.34,Notstressed
6.84,Notstressed
7.6,Notstressed
8.54,Notstressed
9.6,Notstressed
10.65,Notstressed
11.53,Notstressed
12.04,Notstressed
12.06,Notstressed
11.57,Notstressed
10.65,Notstressed
9.4,Notstressed
7.88,Notstressed
6.12,Notstressed
4.09,Notstressed
1.84,Notstressed
-0.49,Notstressed
-2.69,Notstressed
-4.57,Notstressed
-6.07,Notstressed
-7.29,Notstressed
-8.47,Notstressed
-9.85,Notstressed
-11.63,Notstressed
-13.88,Notstressed
-16.61,Notstressed
-19.77,Notstressed
-23.16,Notstressed
-26.43,Notstressed
-29.02,Notstressed
-30.28,Notstressed
-29.69,Notstressed
-27.08,Notstressed
-22.73,Notstressed
-17.27,Notstressed
-11.44,Notstressed
-5.88,Notstressed
-0.91,Notstressed
3.4,Notstressed
7.13,Notstressed
10.32,Notstressed
12.9,Notstressed
14.72,Notstressed
15.64,Notstressed
15.67,Notstressed
14.99,Notstressed
13.92,Notstressed
12.84,Notstressed
12.03,Notstressed
11.69,Notstressed
11.83,Notstressed
12.4,Notstressed
13.26,Notstressed
14.31,Notstressed
15.46,Notstressed
16.63,Notstressed
17.67,Notstressed
18.38,Notstressed
18.54,Notstressed
18,Notstressed
16.76,Notstressed
14.96,Notstressed
12.82,Notstressed
10.56,Notstressed
8.33,Notstressed
6.17,Notstressed
4.03,Notstressed
1.88,Notstressed
-0.28,Notstressed
-2.4,Notstressed
-4.42,Notstressed
-6.31,Notstressed
-8.13,Notstressed
-10.02,Notstressed
-12.2,Notstressed
-14.85,Notstressed
-18.08,Notstressed
-21.76,Notstressed
-25.51,Notstressed
-28.66,Notstressed
-30.46,Notstressed
-30.29,Notstressed
-27.86,Notstressed
-23.36,Notstressed
-17.39,Notstressed
-10.76,Notstressed
-4.21,Notstressed
1.73,Notstressed
6.81,Notstressed
10.98,Notstressed
14.24,Notstressed
16.59,Notstressed
17.96,Notstressed
18.34,Notstressed
17.83,Notstressed
16.7,Notstressed
15.36,Notstressed
14.24,Notstressed
13.64,Notstressed
13.68,Notstressed
14.25,Notstressed
15.14,Notstressed
16.08,Notstressed
16.89,Notstressed
17.45,Notstressed
17.74,Notstressed
17.76,Notstressed
17.48,Notstressed
16.93,Notstressed
16.12,Notstressed
15.1,Notstressed
13.9,Notstressed
12.49,Notstressed
10.83,Notstressed
8.87,Notstressed
6.66,Notstressed
4.34,Notstressed
2.1,Notstressed
0.07,Notstressed
-1.77,Notstressed
-3.54,Notstressed
-5.42,Notstressed
-7.54,Notstressed
-9.92,Notstressed
-12.55,Notstressed
-15.36,Notstressed
-18.32,Notstressed
-21.34,Notstressed
-24.15,Notstressed
-26.26,Notstressed
-27.07,Notstressed
-26.12,Notstressed
-23.25,Notstressed
-18.78,Notstressed
-13.33,Notstressed
-7.65,Notstressed
-2.31,Notstressed
2.34,Notstressed
6.18,Notstressed
9.15,Notstressed
11.13,Notstressed
12.01,Notstressed
11.67,Notstressed
10.21,Notstressed
7.92,Notstressed
5.28,Notstressed
2.83,Notstressed
1.01,Notstressed
0.08,Notstressed
0.12,Notstressed
1.08,Notstressed
2.75,Notstressed
4.97,Notstressed
7.5,Notstressed
10.18,Notstressed
12.86,Notstressed
15.42,Notstressed
17.73,Notstressed
19.71,Notstressed
21.29,Notstressed
22.41,Notstressed
23,Notstressed
23.01,Notstressed
22.44,Notstressed
21.3,Notstressed
19.67,Notstressed
17.65,Notstressed
15.35,Notstressed
12.86,Notstressed
10.26,Notstressed
7.59,Notstressed
4.88,Notstressed
2.13,Notstressed
-0.7,Notstressed
-3.71,Notstressed
-7.02,Notstressed
-10.7,Notstressed
-14.68,Notstressed
-18.64,Notstressed
-22.06,Notstressed
-24.3,Notstressed
-24.77,Notstressed
-23.12,Notstressed
-19.44,Notstressed
-14.15,Notstressed
-7.98,Notstressed
-1.68,Notstressed
4.12,Notstressed
8.98,Notstressed
12.74,Notstressed
15.33,Notstressed
16.84,Notstressed
17.4,Notstressed
17.19,Notstressed
16.47,Notstressed
15.49,Notstressed
14.5,Notstressed
13.66,Notstressed
13.1,Notstressed
12.86,Notstressed
12.97,Notstressed
13.42,Notstressed
14.15,Notstressed
15.02,Notstressed
15.87,Notstressed
16.49,Notstressed
16.75,Notstressed
16.6,Notstressed
16.04,Notstressed
15.12,Notstressed
13.91,Notstressed
12.48,Notstressed
10.88,Notstressed
9.18,Notstressed
7.4,Notstressed
5.54,Notstressed
3.6,Notstressed
1.59,Notstressed
-0.44,Notstressed
-2.41,Notstressed
-4.26,Notstressed
-5.97,Notstressed
-7.59,Notstressed
-9.23,Notstressed
-11.04,Notstressed
-13.16,Notstressed
-15.71,Notstressed
-18.68,Notstressed
-21.93,Notstressed
-25.08,Notstressed
-27.57,Notstressed
-28.78,Notstressed
-28.21,Notstressed
-25.68,Notstressed
-21.4,Notstressed
-15.91,Notstressed
-9.89,Notstressed
-3.97,Notstressed
1.39,Notstressed
5.92,Notstressed
9.53,Notstressed
12.16,Notstressed
13.8,Notstressed
14.52,Notstressed
14.46,Notstressed
13.89,Notstressed
13.09,Notstressed
12.33,Notstressed
11.79,Notstressed
11.52,Notstressed
11.5,Notstressed
11.67,Notstressed
11.99,Notstressed
12.43,Notstressed
12.98,Notstressed
13.58,Notstressed
14.09,Notstressed
14.35,Notstressed
14.19,Notstressed
13.53,Notstressed
12.39,Notstressed
10.91,Notstressed
9.29,Notstressed
7.7,Notstressed
6.27,Notstressed
5,Notstressed
3.84,Notstressed
2.68,Notstressed
1.4,Notstressed
-0.05,Notstressed
-1.72,Notstressed
-3.54,Notstressed
-5.43,Notstressed
-7.24,Notstressed
-8.89,Notstressed
-10.34,Notstressed
-11.69,Notstressed
-13.1,Notstressed
-14.81,Notstressed
-16.93,Notstressed
-19.36,Notstressed
-21.72,Notstressed
-23.39,Notstressed
-23.74,Notstressed
-22.34,Notstressed
-19.2,Notstressed
-14.72,Notstressed
-9.63,Notstressed
-4.7,Notstressed
-0.48,Notstressed
2.76,Notstressed
5.06,Notstressed
6.62,Notstressed
7.6,Notstressed
8.09,Notstressed
8.09,Notstressed
7.65,Notstressed
6.88,Notstressed
6.03,Notstressed
5.33,Notstressed
4.97,Notstressed
5,Notstressed
5.35,Notstressed
5.92,Notstressed
6.6,Notstressed
7.37,Notstressed
8.19,Notstressed
9.05,Notstressed
9.83,Notstressed
10.41,Notstressed
10.66,Notstressed
10.5,Notstressed
9.92,Notstressed
8.97,Notstressed
7.73,Notstressed
6.31,Notstressed
4.82,Notstressed
3.37,Notstressed
2.02,Notstressed
0.8,Notstressed
-0.36,Notstressed
-1.56,Notstressed
-2.89,Notstressed
-4.38,Notstressed
-5.96,Notstressed
-7.51,Notstressed
-8.94,Notstressed
-10.2,Notstressed
-11.38,Notstressed
-12.65,Notstressed
-14.25,Notstressed
-16.35,Notstressed
-18.95,Notstressed
-21.75,Notstressed
-24.24,Notstressed
-25.75,Notstressed
-25.7,Notstressed
-23.79,Notstressed
-20.15,Notstressed
-15.29,Notstressed
-9.95,Notstressed
-4.83,Notstressed
-0.39,Notstressed
3.17,Notstressed
5.9,Notstressed
7.89,Notstressed
9.22,Notstressed
9.87,Notstressed
9.85,Notstressed
9.22,Notstressed
8.2,Notstressed
7.1,Notstressed
6.26,Notstressed
5.89,Notstressed
6.1,Notstressed
6.78,Notstressed
7.76,Notstressed
8.82,Notstressed
9.79,Notstressed
10.56,Notstressed
11.07,Notstressed
11.26,Notstressed
11.12,Notstressed
10.6,Notstressed
9.72,Notstressed
8.52,Notstressed
7.1,Notstressed
5.53,Notstressed
3.89,Notstressed
2.19,Notstressed
0.43,Notstressed
-1.37,Notstressed
-3.14,Notstressed
-4.82,Notstressed
-6.36,Notstressed
-7.77,Notstressed
-9.15,Notstressed
-10.62,Notstressed
-12.31,Notstressed
-14.27,Notstressed
-16.53,Notstressed
-19.06,Notstressed
-21.75,Notstressed
-24.41,Notstressed
-26.67,Notstressed
-28.08,Notstressed
-28.13,Notstressed
-26.52,Notstressed
-23.21,Notstressed
-18.59,Notstressed
-13.28,Notstressed
-8,Notstressed
-3.28,Notstressed
0.61,Notstressed
3.7,Notstressed
6.12,Notstressed
7.99,Notstressed
9.28,Notstressed
9.91,Notstressed
9.83,Notstressed
9.11,Notstressed
8,Notstressed
6.84,Notstressed
5.95,Notstressed
5.49,Notstressed
5.45,Notstressed
5.74,Notstressed
6.23,Notstressed
6.81,Notstressed
7.45,Notstressed
8.08,Notstressed
8.6,Notstressed
8.89,Notstressed
8.81,Notstressed
8.27,Notstressed
7.3,Notstressed
6,Notstressed
4.51,Notstressed
2.94,Notstressed
1.32,Notstressed
-0.39,Notstressed
-2.25,Notstressed
-4.31,Notstressed
-6.57,Notstressed
-8.92,Notstressed
-11.28,Notstressed
-13.51,Notstressed
-15.53,Notstressed
-17.3,Notstressed
-18.84,Notstressed
-20.23,Notstressed
-21.64,Notstressed
-23.24,Notstressed
-25.17,Notstressed
-27.37,Notstressed
-29.56,Notstressed
-31.21,Notstressed
-31.69,Notstressed
-30.5,Notstressed
-27.46,Notstressed
-22.82,Notstressed
-17.19,Notstressed
-11.31,Notstressed
-5.82,Notstressed
-1.1,Notstressed
2.73,Notstressed
5.75,Notstressed
8.05,Notstressed
9.67,Notstressed
10.61,Notstressed
10.91,Notstressed
10.74,Notstressed
10.34,Notstressed
9.98,Notstressed
9.83,Notstressed
9.96,Notstressed
10.29,Notstressed
10.73,Notstressed
11.27,Notstressed
11.9,Notstressed
12.66,Notstressed
13.52,Notstressed
14.33,Notstressed
14.87,Notstressed
14.93,Notstressed
14.4,Notstressed
13.3,Notstressed
11.79,Notstressed
10.1,Notstressed
8.42,Notstressed
6.8,Notstressed
5.19,Notstressed
3.48,Notstressed
1.57,Notstressed
-0.53,Notstressed
-2.72,Notstressed
-4.89,Notstressed
-6.95,Notstressed
-8.91,Notstressed
-10.87,Notstressed
-12.92,Notstressed
-15.14,Notstressed
-17.55,Notstressed
-20.19,Notstressed
-23.05,Notstressed
-26.05,Notstressed
-28.96,Notstressed
-31.32,Notstressed
-32.51,Notstressed
-31.92,Notstressed
-29.24,Notstressed
-24.61,Notstressed
-18.61,Notstressed
-12.06,Notstressed
-5.75,Notstressed
-0.21,Notstressed
4.35,Notstressed
7.91,Notstressed
10.54,Notstressed
12.31,Notstressed
13.28,Notstressed
13.58,Notstressed
13.4,Notstressed
12.99,Notstressed
12.54,Notstressed
12.16,Notstressed
11.87,Notstressed
11.66,Notstressed
11.62,Notstressed
11.86,Notstressed
12.48,Notstressed
13.46,Notstressed
14.61,Notstressed
15.63,Notstressed
16.23,Notstressed
16.28,Notstressed
15.78,Notstressed
14.87,Notstressed
13.71,Notstressed
12.39,Notstressed
10.92,Notstressed
9.29,Notstressed
7.48,Notstressed
5.54,Notstressed
3.53,Notstressed
1.49,Notstressed
-0.56,Notstressed
-2.64,Notstressed
-4.74,Notstressed
-6.85,Notstressed
-8.96,Notstressed
-11.06,Notstressed
-13.26,Notstressed
-15.67,Notstressed
-18.44,Notstressed
-21.59,Notstressed
-24.9,Notstressed
-27.91,Notstressed
-29.96,Notstressed
-30.38,Notstressed
-28.71,Notstressed
-24.91,Notstressed
-19.36,Notstressed
-12.75,Notstressed
-5.9,Notstressed
0.46,Notstressed
5.89,Notstressed
10.21,Notstressed
13.43,Notstressed
15.67,Notstressed
17.01,Notstressed
17.53,Notstressed
17.36,Notstressed
16.67,Notstressed
15.73,Notstressed
14.82,Notstressed
14.18,Notstressed
13.94,Notstressed
14.09,Notstressed
14.55,Notstressed
15.17,Notstressed
15.83,Notstressed
16.41,Notstressed
16.85,Notstressed
17.08,Notstressed
17.06,Notstressed
16.74,Notstressed
16.09,Notstressed
15.11,Notstressed
13.78,Notstressed
12.11,Notstressed
10.08,Notstressed
7.74,Notstressed
5.19,Notstressed
2.53,Notstressed
-0.08,Notstressed
-2.58,Notstressed
-4.98,Notstressed
-7.4,Notstressed
-9.96,Notstressed
-12.75,Notstressed
-15.79,Notstressed
-19.03,Notstressed
-22.4,Notstressed
-25.8,Notstressed
-29.07,Notstressed
-31.91,Notstressed
-33.89,Notstressed
-34.48,Notstressed
-33.21,Notstressed
-29.89,Notstressed
-24.71,Notstressed
-18.21,Notstressed
-11.16,Notstressed
-4.3,Notstressed
1.84,Notstressed
6.95,Notstressed
10.96,Notstressed
13.88,Notstressed
15.69,Notstressed
16.35,Notstressed
15.85,Notstressed
14.35,Notstressed
12.18,Notstressed
9.84,Notstressed
7.83,Notstressed
6.55,Notstressed
6.16,Notstressed
6.62,Notstressed
7.71,Notstressed
9.19,Notstressed
10.85,Notstressed
12.5,Notstressed
14.01,Notstressed
15.23,Notstressed
16.05,Notstressed
16.41,Notstressed
16.34,Notstressed
15.95,Notstressed
15.36,Notstressed
14.61,Notstressed
13.65,Notstressed
12.36,Notstressed
10.69,Notstressed
8.66,Notstressed
6.44,Notstressed
4.2,Notstressed
2.07,Notstressed
0.03,Notstressed
-2.08,Notstressed
-4.42,Notstressed
-7.15,Notstressed
-10.32,Notstressed
-13.87,Notstressed
-17.68,Notstressed
-21.53,Notstressed
-24.99,Notstressed
-27.5,Notstressed
-28.38,Notstressed
-27.14,Notstressed
-23.63,Notstressed
-18.23,Notstressed
-11.72,Notstressed
-5.03,Notstressed
1.09,Notstressed
6.21,Notstressed
10.29,Notstressed
13.42,Notstressed
15.73,Notstressed
17.27,Notstressed
18.04,Notstressed
18.08,Notstressed
17.55,Notstressed
16.63,Notstressed
15.56,Notstressed
14.53,Notstressed
13.69,Notstressed
13.18,Notstressed
13.09,Notstressed
13.46,Notstressed
14.24,Notstressed
15.24,Notstressed
16.21,Notstressed
16.86,Notstressed
16.98,Notstressed
16.48,Notstressed
15.43,Notstressed
13.96,Notstressed
12.21,Notstressed
10.28,Notstressed
8.2,Notstressed
5.94,Notstressed
3.47,Notstressed
0.82,Notstressed
-1.96,Notstressed
-4.71,Notstressed
-7.29,Notstressed
-9.59,Notstressed
-11.63,Notstressed
-13.52,Notstressed
-15.48,Notstressed
-17.75,Notstressed
-20.5,Notstressed
-23.77,Notstressed
-27.39,Notstressed
-30.99,Notstressed
-33.99,Notstressed
-35.72,Notstressed
-35.57,Notstressed
-33.21,Notstressed
-28.67,Notstressed
-22.4,Notstressed
-15.15,Notstressed
-7.74,Notstressed
-0.84,Notstressed
5.11,Notstressed
9.95,Notstressed
13.7,Notstressed
16.44,Notstressed
18.26,Notstressed
19.26,Notstressed
19.56,Notstressed
19.32,Notstressed
18.76,Notstressed
18.14,Notstressed
17.68,Notstressed
17.52,Notstressed
17.71,Notstressed
18.19,Notstressed
18.81,Notstressed
19.41,Notstressed
19.84,Notstressed
20.04,Notstressed
20,Notstressed
19.71,Notstressed
19.17,Notstressed
18.35,Notstressed
17.24,Notstressed
15.89,Notstressed
14.37,Notstressed
12.77,Notstressed
11.09,Notstressed
9.26,Notstressed
7.18,Notstressed
4.79,Notstressed
2.14,Notstressed
-0.63,Notstressed
-3.31,Notstressed
-5.81,Notstressed
-8.13,Notstressed
-10.38,Notstressed
-12.76,Notstressed
-15.45,Notstressed
-18.56,Notstressed
-22.08,Notstressed
-25.83,Notstressed
-29.39,Notstressed
-32.18,Notstressed
-33.54,Notstressed
-32.91,Notstressed
-30.07,Notstressed
-25.23,Notstressed
-19.02,Notstressed
-12.26,Notstressed
-5.76,Notstressed
-0.07,Notstressed
4.57,Notstressed
8.17,Notstressed
10.85,Notstressed
12.71,Notstressed
13.83,Notstressed
14.28,Notstressed
14.16,Notstressed
13.64,Notstressed
12.94,Notstressed
12.25,Notstressed
11.72,Notstressed
11.44,Notstressed
11.44,Notstressed
11.73,Notstressed
12.28,Notstressed
12.99,Notstressed
13.75,Notstressed
14.38,Notstressed
14.74,Notstressed
14.76,Notstressed
14.4,Notstressed
13.65,Notstressed
12.54,Notstressed
11.06,Notstressed
9.27,Notstressed
7.21,Notstressed
4.99,Notstressed
2.69,Notstressed
0.4,Notstressed
-1.88,Notstressed
-4.13,Notstressed
-6.36,Notstressed
-8.56,Notstressed
-10.67,Notstressed
-12.68,Notstressed
-14.62,Notstressed
-16.58,Notstressed
-18.69,Notstressed
-21.11,Notstressed
-23.86,Notstressed
-26.81,Notstressed
-29.54,Notstressed
-31.43,Notstressed
-31.81,Notstressed
-30.14,Notstressed
-26.31,Notstressed
-20.68,Notstressed
-14.06,Notstressed
-7.39,Notstressed
-1.47,Notstressed
3.25,Notstressed
6.74,Notstressed
9.24,Notstressed
10.97,Notstressed
12.05,Notstressed
12.42,Notstressed
12.05,Notstressed
10.98,Notstressed
9.52,Notstressed
8.08,Notstressed
7.07,Notstressed
6.74,Notstressed
7.1,Notstressed
7.97,Notstressed
9.1,Notstressed
10.27,Notstressed
11.31,Notstressed
12.14,Notstressed
12.69,Notstressed
12.87,Notstressed
12.62,Notstressed
11.89,Notstressed
10.74,Notstressed
9.26,Notstressed
7.63,Notstressed
5.98,Notstressed
4.37,Notstressed
2.76,Notstressed
1.05,Notstressed
-0.84,Notstressed
-2.98,Notstressed
-5.29,Notstressed
-7.67,Notstressed
-10,Notstressed
-12.25,Notstressed
-14.45,Notstressed
-16.7,Notstressed
-19.17,Notstressed
-21.9,Notstressed
-24.82,Notstressed
-27.6,Notstressed
-29.69,Notstressed
-30.45,Notstressed
-29.37,Notstressed
-26.24,Notstressed
-21.32,Notstressed
-15.23,Notstressed
-8.81,Notstressed
-2.79,Notstressed
2.36,Notstressed
6.49,Notstressed
9.65,Notstressed
11.91,Notstressed
13.33,Notstressed
13.9,Notstressed
13.65,Notstressed
12.72,Notstressed
11.37,Notstressed
9.94,Notstressed
8.74,Notstressed
7.97,Notstressed
7.73,Notstressed
7.99,Notstressed
8.66,Notstressed
9.62,Notstressed
10.7,Notstressed
11.73,Notstressed
12.55,Notstressed
12.97,Notstressed
12.94,Notstressed
12.45,Notstressed
11.62,Notstressed
10.56,Notstressed
9.32,Notstressed
7.89,Notstressed
6.2,Notstressed
4.15,Notstressed
1.79,Notstressed
-0.79,Notstressed
-3.41,Notstressed
-5.89,Notstressed
-8.18,Notstressed
-10.31,Notstressed
-12.38,Notstressed
-14.52,Notstressed
-16.87,Notstressed
-19.51,Notstressed
-22.53,Notstressed
-25.9,Notstressed
-29.4,Notstressed
-32.57,Notstressed
-34.76,Notstressed
-35.31,Notstressed
-33.81,Notstressed
-30.23,Notstressed
-25,Notstressed
-18.8,Notstressed
-12.37,Notstressed
-6.28,Notstressed
-0.88,Notstressed
3.66,Notstressed
7.28,Notstressed
9.91,Notstressed
11.53,Notstressed
12.22,Notstressed
12.18,Notstressed
11.72,Notstressed
11.13,Notstressed
10.66,Notstressed
10.44,Notstressed
10.48,Notstressed
10.72,Notstressed
11.1,Notstressed
11.54,Notstressed
12,Notstressed
12.43,Notstressed
12.78,Notstressed
12.96,Notstressed
12.89,Notstressed
12.5,Notstressed
11.76,Notstressed
10.71,Notstressed
9.4,Notstressed
7.84,Notstressed
5.99,Notstressed
3.76,Notstressed
1.11,Notstressed
-1.92,Notstressed
-5.12,Notstressed
-8.25,Notstressed
-11.07,Notstressed
-13.5,Notstressed
-15.65,Notstressed
-17.76,Notstressed
-20.1,Notstressed
-22.88,Notstressed
-26.19,Notstressed
-29.99,Notstressed
-34.08,Notstressed
-38.07,Notstressed
-41.4,Notstressed
-43.39,Notstressed
-43.41,Notstressed
-41.1,Notstressed
-36.53,Notstressed
-30.17,Notstressed
-22.78,Notstressed
-15.09,Notstressed
-7.64,Notstressed
-0.72,Notstressed
5.59,Notstressed
11.29,Notstressed
16.32,Notstressed
20.57,Notstressed
23.91,Notstressed
26.29,Notstressed
27.74,Notstressed
28.39,Notstressed
28.45,Notstressed
28.15,Notstressed
27.73,Notstressed
27.41,Notstressed
27.34,Notstressed
27.56,Notstressed
27.96,Notstressed
28.31,Notstressed
28.39,Notstressed
28.01,Notstressed
27.09,Notstressed
25.69,Notstressed
23.9,Notstressed
21.8,Notstressed
19.46,Notstressed
16.89,Notstressed
14.13,Notstressed
11.23,Notstressed
8.32,Notstressed
5.52,Notstressed
2.9,Notstressed
0.48,Notstressed
-1.77,Notstressed
-3.96,Notstressed
-6.14,Notstressed
-8.39,Notstressed
-10.77,Notstressed
-13.38,Notstressed
-16.34,Notstressed
-19.7,Notstressed
-23.34,Notstressed
-26.88,Notstressed
-29.68,Notstressed
-31.04,Notstressed
-30.4,Notstressed
-27.6,Notstressed
-22.9,Notstressed
-16.95,Notstressed
-10.52,Notstressed
-4.3,Notstressed
1.29,Notstressed
6.07,Notstressed
9.99,Notstressed
13.01,Notstressed
15.05,Notstressed
16.01,Notstressed
15.85,Notstressed
14.72,Notstressed
12.92,Notstressed
10.89,Notstressed
9.1,Notstressed
7.9,Notstressed
7.48,Notstressed
7.81,Notstressed
8.7,Notstressed
9.89,Notstressed
11.09,Notstressed
12.09,Notstressed
12.76,Notstressed
13.07,Notstressed
13.04,Notstressed
12.71,Notstressed
12.08,Notstressed
11.14,Notstressed
9.85,Notstressed
8.21,Notstressed
6.2,Notstressed
3.92,Notstressed
1.53,Notstressed
-0.78,Notstressed
-2.85,Notstressed
-4.62,Notstressed
-6.17,Notstressed
-7.72,Notstressed
-9.47,Notstressed
-11.59,Notstressed
-14.11,Notstressed
-16.93,Notstressed
-19.86,Notstressed
-22.67,Notstressed
-25.01,Notstressed
-26.5,Notstressed
-26.71,Notstressed
-25.27,Notstressed
-22.09,Notstressed
-17.38,Notstressed
-11.67,Notstressed
-5.67,Notstressed
-0.02,Notstressed
4.85,Notstressed
8.8,Notstressed
11.87,Notstressed
14.17,Notstressed
15.75,Notstressed
16.57,Notstressed
16.59,Notstressed
15.88,Notstressed
14.62,Notstressed
13.15,Notstressed
11.87,Notstressed
11.12,Notstressed
11.05,Notstressed
11.6,Notstressed
12.46,Notstressed
13.29,Notstressed
13.78,Notstressed
13.84,Notstressed
13.58,Notstressed
13.19,Notstressed
12.8,Notstressed
12.39,Notstressed
11.77,Notstressed
10.71,Notstressed
9.05,Notstressed
6.83,Notstressed
4.24,Notstressed
1.53,Notstressed
-1.08,Notstressed
-3.49,Notstressed
-5.69,Notstressed
-7.75,Notstressed
-9.74,Notstressed
-11.76,Notstressed
-13.93,Notstressed
-16.39,Notstressed
-19.23,Notstressed
-22.44,Notstressed
-25.8,Notstressed
-28.89,Notstressed
-31.14,Notstressed
-31.98,Notstressed
-31.01,Notstressed
-28.13,Notstressed
-23.59,Notstressed
-17.93,Notstressed
-11.8,Notstressed
-5.78,Notstressed
-0.31,Notstressed
4.4,Notstressed
8.28,Notstressed
11.34,Notstressed
13.57,Notstressed
15,Notstressed
15.63,Notstressed
15.54,Notstressed
14.88,Notstressed
13.9,Notstressed
12.92,Notstressed
12.23,Notstressed
12.01,Notstressed
12.28,Notstressed
12.92,Notstressed
13.72,Notstressed
14.45,Notstressed
14.98,Notstressed
15.29,Notstressed
15.41,Notstressed
15.37,Notstressed
15.11,Notstressed
14.52,Notstressed
13.49,Notstressed
11.92,Notstressed
9.85,Notstressed
7.38,Notstressed
4.72,Notstressed
2.05,Notstressed
-0.45,Notstressed
-2.7,Notstressed
-4.71,Notstressed
-6.54,Notstressed
-8.31,Notstressed
-10.14,Notstressed
-12.17,Notstressed
-14.56,Notstressed
-17.42,Notstressed
-20.79,Notstressed
-24.55,Notstressed
-28.3,Notstressed
-31.39,Notstressed
-33.08,Notstressed
-32.68,Notstressed
-29.92,Notstressed
-24.99,Notstressed
-18.54,Notstressed
-11.47,Notstressed
-4.61,Notstressed
1.48,Notstressed
6.6,Notstressed
10.76,Notstressed
14.05,Notstressed
16.55,Notstressed
18.27,Notstressed
19.22,Notstressed
19.48,Notstressed
19.22,Notstressed
18.68,Notstressed
18.11,Notstressed
17.67,Notstressed
17.49,Notstressed
17.59,Notstressed
17.99,Notstressed
18.63,Notstressed
19.42,Notstressed
20.2,Notstressed
20.8,Notstressed
21.01,Notstressed
20.71,Notstressed
19.86,Notstressed
18.54,Notstressed
16.86,Notstressed
14.91,Notstressed
12.73,Notstressed
10.3,Notstressed
7.59,Notstressed
4.66,Notstressed
1.59,Notstressed
-1.45,Notstressed
-4.35,Notstressed
-7.04,Notstressed
-9.55,Notstressed
-11.98,Notstressed
-14.42,Notstressed
-16.98,Notstressed
-19.72,Notstressed
-22.7,Notstressed
-25.83,Notstressed
-28.92,Notstressed
-31.58,Notstressed
-33.32,Notstressed
-33.57,Notstressed
-31.95,Notstressed
-28.39,Notstressed
-23.16,Notstressed
-16.89,Notstressed
-10.34,Notstressed
-4.2,Notstressed
1.12,Notstressed
5.47,Notstressed
8.95,Notstressed
11.65,Notstressed
13.63,Notstressed
14.85,Notstressed
15.27,Notstressed
14.95,Notstressed
14.09,Notstressed
13.02,Notstressed
12.08,Notstressed
11.56,Notstressed
11.58,Notstressed
12.13,Notstressed
13.09,Notstressed
14.28,Notstressed
15.49,Notstressed
16.5,Notstressed
17.12,Notstressed
17.27,Notstressed
16.91,Notstressed
16.09,Notstressed
14.92,Notstressed
13.5,Notstressed
11.91,Notstressed
10.2,Notstressed
8.41,Notstressed
6.55,Notstressed
4.62,Notstressed
2.65,Notstressed
0.64,Notstressed
-1.39,Notstressed
-3.42,Notstressed
-5.43,Notstressed
-7.47,Notstressed
-9.62,Notstressed
-12.02,Notstressed
-14.82,Notstressed
-18.09,Notstressed
-21.76,Notstressed
-25.52,Notstressed
-28.85,Notstressed
-31.06,Notstressed
-31.52,Notstressed
-29.86,Notstressed
-26.1,Notstressed
-20.69,Notstressed
-14.32,Notstressed
-7.76,Notstressed
-1.6,Notstressed
3.75,Notstressed
8.1,Notstressed
11.35,Notstressed
13.5,Notstressed
14.55,Notstressed
14.63,Notstressed
13.95,Notstressed
12.84,Notstressed
11.64,Notstressed
10.61,Notstressed
9.9,Notstressed
9.56,Notstressed
9.57,Notstressed
9.87,Notstressed
10.39,Notstressed
11.02,Notstressed
11.64,Notstressed
12.11,Notstressed
12.32,Notstressed
12.22,Notstressed
11.76,Notstressed
10.94,Notstressed
9.75,Notstressed
8.24,Notstressed
6.45,Notstressed
4.48,Notstressed
2.44,Notstressed
0.46,Notstressed
-1.39,Notstressed
-3.11,Notstressed
-4.75,Notstressed
-6.4,Notstressed
-8.15,Notstressed
-10.04,Notstressed
-12.12,Notstressed
-14.41,Notstressed
-16.97,Notstressed
-19.83,Notstressed
-22.9,Notstressed
-25.94,Notstressed
-28.48,Notstressed
-29.93,Notstressed
-29.77,Notstressed
-27.7,Notstressed
-23.82,Notstressed
-18.57,Notstressed
-12.65,Notstressed
-6.72,Notstressed
-1.28,Notstressed
3.45,Notstressed
7.44,Notstressed
10.76,Notstressed
13.44,Notstressed
15.44,Notstressed
16.67,Notstressed
17.09,Notstressed
16.74,Notstressed
15.81,Notstressed
14.59,Notstressed
13.39,Notstressed
12.5,Notstressed
12.11,Notstressed
12.3,Notstressed
12.99,Notstressed
14,Notstressed
15.1,Notstressed
16.02,Notstressed
16.5,Notstressed
16.38,Notstressed
15.59,Notstressed
14.17,Notstressed
12.29,Notstressed
10.17,Notstressed
7.96,Notstressed
5.74,Notstressed
3.49,Notstressed
1.12,Notstressed
-1.4,Notstressed
-4.01,Notstressed
-6.57,Notstressed
-8.94,Notstressed
-11.02,Notstressed
-12.88,Notstressed
-14.7,Notstressed
-16.68,Notstressed
-18.97,Notstressed
-21.61,Notstressed
-24.51,Notstressed
-27.48,Notstressed
-30.25,Notstressed
-32.44,Notstressed
-33.59,Notstressed
-33.26,Notstressed
